id,text,pos_tags
228,Lotte 4 Hyundai 0,Lotte/NNP 4/CD Hyundai/NNP 0/CD
229,Arminia Bielefeld 1 Duisburg 1,Arminia/NNP Bielefeld/NNP 1/CD Duisburg/NNP 1/CD
230,"Millfeed supplies for prompt shipment remained tight and prices continued to move higher , millfeed dealers said .","Millfeed/NNP supplies/NNS for/IN prompt/JJ shipment/NN remained/VBD tight/JJ and/CC prices/NNS continued/VBD to/TO move/VB higher/JJR ,/, millfeed/NN dealers/NNS said/VBD ./."
231,8 - Jim Courier ( U.S. ) vs. Javier Sanchez ( Spain ),8/CD -/: Jim/NNP Courier/NNP (/( U.S./NNP )/) vs./FW Javier/NNP Sanchez/NNP (/( Spain/NNP )/)
232,"""",``/``
233,"And the farming sector , making the painful transition from Soviet central planning to a market economy simply has no money .","And/CC the/DT farming/NN sector/NN ,/, making/VBG the/DT painful/JJ transition/NN from/IN Soviet/JJ central/JJ planning/NN to/TO a/DT market/NN economy/NN simply/RB has/VBZ no/DT money/NN ./."
234,Currin said the law had to be changed so all judicial prosecutions were automatically suspended for those who approached the truth commission .,Currin/NNP said/VBD the/DT law/NN had/VBD to/TO be/VB changed/VBN so/RB all/DT judicial/JJ prosecutions/NNS were/VBD automatically/RB suspended/VBN for/IN those/DT who/WP approached/VBD the/DT truth/NN commission/NN ./.
235,And that little snack is guaranteed to make you thirsty .,And/CC that/DT little/JJ snack/NN is/VBZ guaranteed/VBN to/TO make/VB you/PRP thirsty/VB ./.
236,denotes seeding ) :,denotes/NNS seeding/VBG )/) :/:
237,"BELCHATOW , Poland 1996-08-27","BELCHATOW/NNP ,/, Poland/NNP 1996-08-27/CD"
238,"They seized revolvers , sawn-off rifles , shotguns and knives .","They/PRP seized/VBD revolvers/NNS ,/, sawn-off/JJ rifles/NNS ,/, shotguns/NNS and/CC knives/NNS ./."
239,""" I want you to ask this question .",``/`` I/PRP want/VBP you/PRP to/TO ask/VB this/DT question/NN ./.
240,SOCCER - FOWLER AND MCMANAMAN OUT OF ENGLAND SQUAD .,SOCCER/NNP -/: FOWLER/NN AND/NNP MCMANAMAN/NNP OUT/NNP OF/NNP ENGLAND/NNP SQUAD/NNP ./.
241,He said volatility levels should be stable until markets reassess the situation after a long weekend in Britain .,He/PRP said/VBD volatility/NN levels/NNS should/MD be/VB stable/JJ until/IN markets/NNS reassess/VBP the/DT situation/NN after/IN a/DT long/JJ weekend/NN in/IN Britain/NNP ./.
242,Konpolis 75 1/9 Mideast / Indonesia W112.5 KPC .,Konpolis/NNP 75/CD 1/9/CD Mideast/NNP //NNP Indonesia/NNP W112.5/NNP KPC/NNP ./.
243,"- Cabinet meeting appoints Colonel Severin Konan Kouame as gendarmerie commander , replacing General Joseph Tanny , who has been appointed secretary-general of the National Security Council .","-/: Cabinet/NN meeting/NN appoints/NNS Colonel/NNP Severin/NNP Konan/NNP Kouame/NNP as/IN gendarmerie/NN commander/NN ,/, replacing/VBG General/NNP Joseph/NNP Tanny/NNP ,/, who/WP has/VBZ been/VBN appointed/VBN secretary-general/JJ of/IN the/DT National/NNP Security/NNP Council/NNP ./."
244,"-- Damien Lynch , Dublin Newsroom +353 1 6603377","--/: Damien/NNP Lynch/NNP ,/, Dublin/NNP Newsroom/NNP +353/VBD 1/CD 6603377/CD"
245,BONN 1996-08-23,BONN/NNP 1996-08-23/JJ
246,Reigning champions Auxerre had to settle for a goalless draw against Marseille on Tuesday .,Reigning/VBG champions/NNS Auxerre/NNP had/VBD to/TO settle/VB for/IN a/DT goalless/JJ draw/NN against/IN Marseille/NNP on/IN Tuesday/NNP ./.
247,LOS ANGELES 69 60 .535 1,LOS/NNP ANGELES/NNP 69/CD 60/CD .535/NNS 1/CD
248,Chris Boardman ( Britain ) 4:11.114 ( world record ) beat Andrea Collinelli ( Italy ) 4:20.341,Chris/NNP Boardman/NNP (/( Britain/NNP )/) 4:11.114/CD (/( world/NN record/NN )/) beat/NN Andrea/NNP Collinelli/NNP (/( Italy/NNP )/) 4:20.341/CD
249,"30,000 .","30,000/CD ./."
250,"EPA Q2 +168,130 +31,230 +167,330 12.3 million","EPA/NNP Q2/NNP +168,130/NNP +31,230/NNP +167,330/$ 12.3/CD million/CD"
251,Watts said the cost of protesting can be heavy once the company is locked into a contract .,Watts/NNP said/VBD the/DT cost/NN of/IN protesting/VBG can/MD be/VB heavy/JJ once/IN the/DT company/NN is/VBZ locked/VBN into/IN a/DT contract/NN ./.
252,2. Paul Malin ( Britain ) Yamaha 317,2/CD ./. Paul/NNP Malin/NNP (/( Britain/NNP )/) Yamaha/VBZ 317/CD
253,"11. Frank Nobilo ( New Zealand ) 209,412","11/CD ./. Frank/NNP Nobilo/NNP (/( New/NNP Zealand/NNP )/) 209,412/CD"
254,The attack on Lupu came during a tunnel skirmish between opposing players as they left the field .,The/DT attack/NN on/IN Lupu/NNP came/VBD during/IN a/DT tunnel/NN skirmish/NN between/IN opposing/VBG players/NNS as/IN they/PRP left/VBD the/DT field/NN ./.
255,6- 3,6-/JJ 3/CD
256,Katarina Studenikova ( Slovakia ) beat 6 - Karina Habsudova,Katarina/NNP Studenikova/NNP (/( Slovakia/NNP )/) beat/VBD 6/CD -/: Karina/NNP Habsudova/NNP
257,RIO DE JANEIRO 1996-08-26,RIO/NNP DE/NNP JANEIRO/NNP 1996-08-26/JJ
258,Each side scored three tries and the Springboks outscored the All Blacks 15-12 in the second half but still suffered a fourth successive defeat against their old enemies .,Each/DT side/NN scored/VBD three/CD tries/NNS and/CC the/DT Springboks/NNP outscored/VBD the/DT All/NNP Blacks/NNP 15-12/CD in/IN the/DT second/JJ half/NN but/CC still/RB suffered/VBD a/DT fourth/JJ successive/JJ defeat/NN against/IN their/PRP$ old/JJ enemies/NNS ./.
259,Major League Baseball,Major/NNP League/NNP Baseball/NNP
260,Hyundai 54 5 47 .533 7 1/2,Hyundai/NNP 54/CD 5/CD 47/CD .533/JJ 7/CD 1/2/CD
261,"Eight of the rebels were killed in Van province , five in Sirnak and four in Hakkari .","Eight/CD of/IN the/DT rebels/NNS were/VBD killed/VBN in/IN Van/NNP province/NN ,/, five/CD in/IN Sirnak/NNP and/CC four/CD in/IN Hakkari/NNP ./."
262,Kandahar is the headquarters of the opposition Taleban militia .,Kandahar/NNP is/VBZ the/DT headquarters/NN of/IN the/DT opposition/NN Taleban/NNP militia/NN ./.
263,New Zealand will also line up against Sri Lanka and Pakistan this November in a one-day champions trophy competition in Sharjah .,New/NNP Zealand/NNP will/MD also/RB line/NN up/RP against/IN Sri/NNP Lanka/NNP and/CC Pakistan/NNP this/DT November/NNP in/IN a/DT one-day/JJ champions/NNS trophy/NN competition/NN in/IN Sharjah/NNP ./.
264,"In Grozny , Shkirko told Interfax he was suspending the pullout of troops from the capital until weapons seized by the Chechens were returned .","In/IN Grozny/NNP ,/, Shkirko/NNP told/VBD Interfax/NNP he/PRP was/VBD suspending/VBG the/DT pullout/NN of/IN troops/NNS from/IN the/DT capital/NN until/IN weapons/NNS seized/VBN by/IN the/DT Chechens/NNPS were/VBD returned/VBN ./."
265,The ministry had raised 2.3 billion guilders from sales of the new bond by the close of trade on Wednesday .,The/DT ministry/NN had/VBD raised/VBN 2.3/CD billion/CD guilders/NNS from/IN sales/NNS of/IN the/DT new/JJ bond/NN by/IN the/DT close/NN of/IN trade/NN on/IN Wednesday/NNP ./.
266,Tommy Thompson said Thursday .,Tommy/NNP Thompson/NNP said/VBD Thursday/NNP ./.
267,The PUK called on the United Nations and allied forces to halt the Iraqi aggression .,The/DT PUK/NNP called/VBD on/IN the/DT United/NNP Nations/NNPS and/CC allied/VBD forces/NNS to/TO halt/VB the/DT Iraqi/NNP aggression/NN ./.
268,Final,Final/JJ
269,AMOUNT TERM,AMOUNT/NNP TERM/NNP
270,Mladost ( L ) 0 Zemun 0,Mladost/NNP (/( L/NNP )/) 0/CD Zemun/$ 0/CD
271,"-- Akron , Ohio , $ 6.31 million improvement bonds .","--/: Akron/NNP ,/, Ohio/NNP ,/, $/$ 6.31/CD million/CD improvement/NN bonds/NNS ./."
272,5. Jordan 15,5/CD ./. Jordan/CD 15/CD
273,Flight-related fees ( Dm million ) 125 up 17 pct,Flight-related/JJ fees/NNS (/( Dm/NNP million/CD )/) 125/CD up/RB 17/CD pct/NNS
274,16. Jos Verstappen ( Netherland ) Arrows 11,16/CD ./. Jos/NNP Verstappen/NNP (/( Netherland/NNP )/) Arrows/VBZ 11/CD
275,Malaysia bans nitrofuran usage in chicken feed .,Malaysia/NNP bans/VBZ nitrofuran/JJ usage/NN in/IN chicken/NN feed/NN ./.
276,England batsman John Crawley was forced to endure a frustrating delay of over three hours before resuming his quest for a maiden test century in the third test against Pakistan on Friday .,England/NNP batsman/NN John/NNP Crawley/NNP was/VBD forced/VBN to/TO endure/VB a/DT frustrating/JJ delay/NN of/IN over/IN three/CD hours/NNS before/IN resuming/VBG his/PRP$ quest/NN for/IN a/DT maiden/JJ test/NN century/NN in/IN the/DT third/JJ test/NN against/IN Pakistan/NNP on/IN Friday/NNP ./.
277,Net nil loss 447 mln,Net/JJ nil/JJ loss/NN 447/CD mln/NN
278,3. Nick Nieland ( Britain ) 81.12,3/LS ./. Nick/NNP Nieland/NNP (/( Britain/NNP )/) 81.12/CD
279,SV Salzburg 6 4 2 0 8 1 14,SV/NNP Salzburg/NNP 6/CD 4/CD 2/CD 0/CD 8/CD 1/CD 14/CD
280,Saskatchewan Wheat Pool eyes hog market .,Saskatchewan/NNP Wheat/NNP Pool/NNP eyes/NNS hog/NN market/NN ./.
281,Sheffield United 2 0 1 1 4 5 1,Sheffield/NNP United/NNP 2/CD 0/CD 1/CD 1/CD 4/CD 5/CD 1/CD
282,Clydebank 1 Stirling 0,Clydebank/NNP 1/CD Stirling/VBG 0/CD
283,Arafat had been scheduled to meet former Israeli prime minister Shimon Peres in the West Bank town of Ramallah on Thursday but the venue was changed to Gaza after Israel denied flight clearance to the Palestinian leader 's helicopters .,Arafat/NNP had/VBD been/VBN scheduled/VBN to/TO meet/VB former/JJ Israeli/NNP prime/JJ minister/NN Shimon/NNP Peres/NNP in/IN the/DT West/NNP Bank/NNP town/NN of/IN Ramallah/NNP on/IN Thursday/NNP but/CC the/DT venue/NN was/VBD changed/VBN to/TO Gaza/NNP after/IN Israel/NNP denied/VBD flight/NN clearance/NN to/TO the/DT Palestinian/JJ leader/NN 's/POS helicopters/NNS ./.
284,"The two buses collided head on at 5 o'clock this morning on the road between the towns of Rousse and Veliko Tarnovo , police said .","The/DT two/CD buses/NNS collided/VBD head/NN on/IN at/IN 5/CD o'clock/NN this/DT morning/NN on/IN the/DT road/NN between/IN the/DT towns/NNS of/IN Rousse/NNP and/CC Veliko/NNP Tarnovo/NNP ,/, police/NN said/VBD ./."
285,""" There are no parks or empty areas of land around here , so when we want to play a friendly game of soccer we all load up in the car and travel to Tel Aviv , "" 60 km ( 36 miles ) away , Sameh Haj Yihye said .","``/`` There/EX are/VBP no/DT parks/NNS or/CC empty/JJ areas/NNS of/IN land/NN around/IN here/RB ,/, so/RB when/WRB we/PRP want/VBP to/TO play/VB a/DT friendly/JJ game/NN of/IN soccer/NN we/PRP all/DT load/VBP up/RP in/IN the/DT car/NN and/CC travel/NN to/TO Tel/NNP Aviv/NNP ,/, ``/`` 60/CD km/NN (/( 36/CD miles/NNS )/) away/RB ,/, Sameh/NNP Haj/NNP Yihye/NNP said/VBD ./."
286,Wigan 3 2 1 0 5 2 7,Wigan/NNP 3/CD 2/CD 1/CD 0/CD 5/CD 2/CD 7/CD
287,""" He has been cleared .",``/`` He/PRP has/VBZ been/VBN cleared/VBN ./.
288,Viktoria Zizkov 3 0 1 2 3 8 1,Viktoria/NNP Zizkov/NNP 3/CD 0/CD 1/CD 2/CD 3/CD 8/CD 1/CD
289,-- Athens Metro subway project hits snags which could delay delivery to the year 2000 and overshoot the original budgeted cost of 520 billion drachmas,--/: Athens/NNS Metro/NNP subway/NN project/NN hits/VBZ snags/NNS which/WDT could/MD delay/VB delivery/NN to/TO the/DT year/NN 2000/CD and/CC overshoot/VBD the/DT original/JJ budgeted/JJ cost/NN of/IN 520/CD billion/CD drachmas/NNS
290,Two other girls have been rescued and police are hunting for at least two more who Dutroux has admitted kidnapping a year ago .,Two/CD other/JJ girls/NNS have/VBP been/VBN rescued/VBN and/CC police/NNS are/VBP hunting/VBG for/IN at/IN least/JJS two/CD more/JJR who/WP Dutroux/NNP has/VBZ admitted/VBN kidnapping/VBG a/DT year/NN ago/RB ./.
291,Bekescsaba 0 BVSC 1,Bekescsaba/NNP 0/CD BVSC/NNP 1/CD
292,Thai Prime Minister Banharn Silpa-archa on Monday proposed September 18 as the date for parliamentary debate on an opposition no-confidence motion accusing him of incompetence .,Thai/NNP Prime/NNP Minister/NNP Banharn/NNP Silpa-archa/NNP on/IN Monday/NNP proposed/VBD September/NNP 18/CD as/IN the/DT date/NN for/IN parliamentary/JJ debate/NN on/IN an/DT opposition/NN no-confidence/NN motion/NN accusing/VBG him/PRP of/IN incompetence/NN ./.
293,Fortuna Sittard 2 1 1 0 1 0 4,Fortuna/NNP Sittard/NNP 2/CD 1/CD 1/CD 0/CD 1/CD 0/CD 4/CD
294,"Stenning , who has previous convictions , is expected to appeal against the sentence .","Stenning/VBG ,/, who/WP has/VBZ previous/JJ convictions/NNS ,/, is/VBZ expected/VBN to/TO appeal/VB against/IN the/DT sentence/NN ./."
295,"Weinstein was found dead last weekend alongside the bodies of eight-year-olds Julie Lejeune and Melissa Russo in a house belonging to Detroux , who said they starved to death earlier this year , nine months after being abducted in June 1995 .","Weinstein/NNP was/VBD found/VBN dead/JJ last/JJ weekend/NN alongside/IN the/DT bodies/NNS of/IN eight-year-olds/JJ Julie/NNP Lejeune/NNP and/CC Melissa/NNP Russo/NNP in/IN a/DT house/NN belonging/VBG to/TO Detroux/NNP ,/, who/WP said/VBD they/PRP starved/VBD to/TO death/NN earlier/RBR this/DT year/NN ,/, nine/CD months/NNS after/IN being/VBG abducted/VBN in/IN June/NNP 1995/CD ./."
296,The newspaper did not give any details about the manuscript but said it had been relinquished to the Islamic Museum in Cairo .,The/DT newspaper/NN did/VBD not/RB give/VB any/DT details/NNS about/IN the/DT manuscript/NN but/CC said/VBD it/PRP had/VBD been/VBN relinquished/VBN to/TO the/DT Islamic/NNP Museum/NNP in/IN Cairo/NNP ./.
297,2011 30M - 90M,2011/CD 30M/CD -/: 90M/CD
298,The 30-year U.S. Treasury bond was off 2/32 to yield 6.96 percent .,The/DT 30-year/JJ U.S./NNP Treasury/NNP bond/NN was/VBD off/RB 2/32/CD to/TO yield/VB 6.96/CD percent/NN ./.
299,""" We have notified them of our concerns and asked them to give us a response , "" said Colorado attorney general Gale Norton .","``/`` We/PRP have/VBP notified/VBN them/PRP of/IN our/PRP$ concerns/NNS and/CC asked/VBD them/PRP to/TO give/VB us/PRP a/DT response/NN ,/, ``/`` said/VBD Colorado/NNP attorney/NN general/JJ Gale/NNP Norton/NNP ./."
300,SOCCER - FRENCH LEAGUE RESULTS .,SOCCER/NNP -/: FRENCH/NNP LEAGUE/NNP RESULTS/NNP ./.
301,ANKARA 1996-08-28,ANKARA/NNP 1996-08-28/JJ
302,""" The whole day I 'm thinking abnout tennis .",``/`` The/DT whole/JJ day/NN I/PRP 'm/VBP thinking/VBG abnout/NN tennis/NN ./.
303,Year to June 30,Year/NN to/TO June/NNP 30/CD
304,4. Virgilius Alekna ( Lithuania ) 63.62,4/CD ./. Virgilius/NNP Alekna/NNP (/( Lithuania/NNP )/) 63.62/CD
305,Buenos Aires fraud cops held in extortion racket .,Buenos/NNP Aires/NNP fraud/NN cops/NNS held/VBD in/IN extortion/NN racket/NN ./.
306,SOCCER - NICE SACK COACH EMON .,SOCCER/NNP -/: NICE/NNP SACK/NNP COACH/NNP EMON/NNP ./.
307,Australian Rules - AFL results and standings .,Australian/JJ Rules/NNP -/: AFL/NN results/NNS and/CC standings/NNS ./.
308,behind,behind/IN
309,The installation of delegates was initially scheduled for July .,The/DT installation/NN of/IN delegates/NNS was/VBD initially/RB scheduled/VBN for/IN July/NNP ./.
310,PARIS 1996-08-22,PARIS/NNP 1996-08-22/JJ
311,"In Houston , Jeff Bagwell homered and Donne Wall allowed one run over seven innings as the Houston Astros defeated the St. Louis Cardinals 4-1 .","In/IN Houston/NNP ,/, Jeff/NNP Bagwell/NNP homered/VBD and/CC Donne/NNP Wall/NNP allowed/VBD one/CD run/NN over/IN seven/CD innings/NNS as/IN the/DT Houston/NNP Astros/NNP defeated/VBD the/DT St./NNP Louis/NNP Cardinals/NNP 4-1/CD ./."
312,Nearly 400 members of an outlawed student group were arrested after violent protests demanding reunification with communist North Korea were crushed by riot police at a Seoul university this month .,Nearly/RB 400/CD members/NNS of/IN an/DT outlawed/JJ student/NN group/NN were/VBD arrested/VBN after/IN violent/JJ protests/NNS demanding/VBG reunification/NN with/IN communist/JJ North/NNP Korea/NNP were/VBD crushed/VBN by/IN riot/JJ police/NNS at/IN a/DT Seoul/NNP university/NN this/DT month/NN ./.
313,SVCD Bulgaria air traffic controllers to strike September 3 .,SVCD/NNP Bulgaria/NNP air/NN traffic/NN controllers/NNS to/TO strike/VB September/NNP 3/CD ./.
314,Drop goal : Zinzan Brooke .,Drop/NN goal/NN :/: Zinzan/NNP Brooke/NNP ./.
315,"Two Americans , seventh seed Todd Martin and unseeded Alex O'Brien , will meet on Friday after winning matches on Thursday .","Two/CD Americans/NNPS ,/, seventh/JJ seed/NN Todd/NNP Martin/NNP and/CC unseeded/JJ Alex/NNP O'Brien/NNP ,/, will/MD meet/VB on/IN Friday/NNP after/IN winning/VBG matches/NNS on/IN Thursday/NNP ./."
316,The race continues on Thursday afternoon with a 19.6 fourth-stage Doetinchem-Doetinchem time trial,The/DT race/NN continues/VBZ on/IN Thursday/NNP afternoon/NN with/IN a/DT 19.6/CD fourth-stage/JJ Doetinchem-Doetinchem/JJ time/NN trial/NN
317,- The surprise ...,-/: The/DT surprise/NN .../:
318,8. Bruny Surin ( Canada ) 10.30,8/CD ./. Bruny/NNP Surin/NNP (/( Canada/NNP )/) 10.30/CD
319,1-6 6-3,1-6/JJ 6-3/JJ
320,"COMEX copper ended higher after a late , modest recovery dragged the market from the lows , but traders shrugged-off an imminent strike at Codelco 's Salvador mine in Chile .","COMEX/NNP copper/NN ended/VBD higher/RBR after/IN a/DT late/JJ ,/, modest/JJ recovery/NN dragged/VBD the/DT market/NN from/IN the/DT lows/NNS ,/, but/CC traders/NNS shrugged-off/VBP an/DT imminent/JJ strike/NN at/IN Codelco/NNP 's/POS Salvador/NNP mine/NN in/IN Chile/NNP ./."
321,BONN 1996-08-22,BONN/NNP 1996-08-22/JJ
322,"Some 50 million Guinean francs ( $ 50,000 ) has been pumped into the exercise to deter the inspectors from taking bribes .","Some/DT 50/CD million/CD Guinean/NNP francs/NNS (/( $/$ 50,000/CD )/) has/VBZ been/VBN pumped/VBN into/IN the/DT exercise/NN to/TO deter/VB the/DT inspectors/NNS from/IN taking/VBG bribes/NNS ./."
323,New U.N. relief coordinator arrives in Iraq .,New/NNP U.N./NNP relief/NN coordinator/NN arrives/VBZ in/IN Iraq/NNP ./.
324,Lens 3 Montpellier 2,Lens/VBZ 3/CD Montpellier/NNP 2/CD
325,Guillaume Raoux ( France ) beat Filip Dewulf ( Belgium ) 7-6 ( 7-5 ) 3-6 1-6 6-4 7-5,Guillaume/NNP Raoux/NNP (/( France/NNP )/) beat/VBD Filip/NNP Dewulf/NNP (/( Belgium/NNP )/) 7-6/CD (/( 7-5/CD )/) 3-6/CD 1-6/JJ 6-4/JJ 7-5/NNS
326,PRESS DIGEST - Spain - Aug 29 .,PRESS/NNP DIGEST/NNP -/: Spain/NNP -/: Aug/$ 29/CD ./.
327,"Ironically , PSG 's victory owed a lot to two former Nantes players , striker Patrice Loko , who scored on a brilliant shot in the 33rd minute , and defender Benoit Cauet , who started the one-two which allowed Loko to score .","Ironically/RB ,/, PSG/NNP 's/POS victory/NN owed/VBD a/DT lot/NN to/TO two/CD former/JJ Nantes/NNPS players/NNS ,/, striker/NN Patrice/NNP Loko/NNP ,/, who/WP scored/VBD on/IN a/DT brilliant/JJ shot/NN in/IN the/DT 33rd/CD minute/NN ,/, and/CC defender/VB Benoit/NNP Cauet/NNP ,/, who/WP started/VBD the/DT one-two/NN which/WDT allowed/VBD Loko/NNP to/TO score/VB ./."
328,Education 42 6 36 3,Education/NN 42/CD 6/CD 36/CD 3/CD
329,Hasina told a cross section of people at the Bogra police headquarters on Sunday that the government had already suspended three police officers and ordered a judicial probe into the violent incidents .,Hasina/NNP told/VBD a/DT cross/NN section/NN of/IN people/NNS at/IN the/DT Bogra/NNP police/NNS headquarters/NNS on/IN Sunday/NNP that/IN the/DT government/NN had/VBD already/RB suspended/VBN three/CD police/NNS officers/NNS and/CC ordered/VBD a/DT judicial/JJ probe/NN into/IN the/DT violent/JJ incidents/NNS ./.
330,"A 12-year-old Florida boy hanged himself in his backyard just hours before he was due to start at a new school on Monday , police said .","A/DT 12-year-old/JJ Florida/NNP boy/NN hanged/VBD himself/PRP in/IN his/PRP$ backyard/NN just/RB hours/NNS before/IN he/PRP was/VBD due/JJ to/TO start/VB at/IN a/DT new/JJ school/NN on/IN Monday/NNP ,/, police/NN said/VBD ./."
331,UNITED NATIONS 1996-08-28,UNITED/JJ NATIONS/NNP 1996-08-28/NN
332,"A Finance Ministry official explained that the cheques for corporate tax payments had been sucked into the ventilation system , the weekly reported .","A/DT Finance/NNP Ministry/NNP official/NN explained/VBD that/IN the/DT cheques/NNS for/IN corporate/JJ tax/NN payments/NNS had/VBD been/VBN sucked/VBN into/IN the/DT ventilation/NN system/NN ,/, the/DT weekly/JJ reported/VBD ./."
333,Juventus have won the European Cup twice .,Juventus/NNS have/VBP won/VBN the/DT European/JJ Cup/NNP twice/RB ./.
334,number denotes seeding ) :,number/NN denotes/NNS seeding/VBG )/) :/:
335,"U.S. Ambassador Myles Frechette applauded the move , saying it could prompt the Clinton administration to remove Colombia from a list of outcast nations that have failed to cooperate in U.S. counternarcotics efforts .","U.S/NNP ./. Ambassador/NNP Myles/NNP Frechette/NNP applauded/VBD the/DT move/NN ,/, saying/VBG it/PRP could/MD prompt/VB the/DT Clinton/NNP administration/NN to/TO remove/VB Colombia/NNP from/IN a/DT list/NN of/IN outcast/JJ nations/NNS that/WDT have/VBP failed/VBN to/TO cooperate/VB in/IN U.S./NNP counternarcotics/NNS efforts/NNS ./."
336,Jan Siemerink ( Netherlands ) beat Carlos Moya ( Spain ) 7-6,Jan/NNP Siemerink/NNP (/( Netherlands/NNP )/) beat/VBD Carlos/NNP Moya/NNP (/( Spain/NNP )/) 7-6/NN
337,"Their return to Afghanistan will take place in two or three days , "" an embassy official said .","Their/PRP$ return/NN to/TO Afghanistan/NNP will/MD take/VB place/NN in/IN two/CD or/CC three/CD days/NNS ,/, ``/`` an/DT embassy/NN official/NN said/VBD ./."
338,"In New York , Garret Anderson and Gary DiSarcina drove in two runs apiece in a five-run first inning and Jim Edmonds highlighted a six-run sixth with a bases-loaded double as the California Angels coasted to a 12-3 victory over the Yankees in the rubber game of their three-game series .","In/IN New/NNP York/NNP ,/, Garret/NNP Anderson/NNP and/CC Gary/NNP DiSarcina/NNP drove/VBD in/IN two/CD runs/NNS apiece/RB in/IN a/DT five-run/JJ first/JJ inning/NN and/CC Jim/NNP Edmonds/NNP highlighted/VBD a/DT six-run/JJ sixth/NN with/IN a/DT bases-loaded/JJ double/NN as/IN the/DT California/NNP Angels/NNPS coasted/VBD to/TO a/DT 12-3/JJ victory/NN over/IN the/DT Yankees/NNS in/IN the/DT rubber/JJ game/NN of/IN their/PRP$ three-game/JJ series/NN ./."
339,A. Jadeja run out 0,A./NN Jadeja/NNP run/VBZ out/RP 0/CD
340,Lows 68-76F ( 20-24C ) .,Lows/NNS 68-76F/JJ (/( 20-24C/JJ )/) ./.
341,"Knifeman kills Polish beauty queen , wounds husband .","Knifeman/NNP kills/VBZ Polish/JJ beauty/NN queen/NN ,/, wounds/NNS husband/VBP ./."
342,Loznica 3 2 0 1 7 3 6,Loznica/NNP 3/CD 2/CD 0/CD 1/CD 7/CD 3/CD 6/CD
343,"According to a senior campaign official , Clinton "" will be making a lot of news in the coming week -- something different each day . ""","According/VBG to/TO a/DT senior/JJ campaign/NN official/NN ,/, Clinton/NNP ``/`` will/MD be/VB making/VBG a/DT lot/NN of/IN news/NN in/IN the/DT coming/VBG week/NN --/: something/NN different/JJ each/DT day/NN ./. ``/``"
344,"Mickelson then set up a tap in birdie on the 16th , sending a wedge shot to 18 inches .","Mickelson/NNP then/RB set/VBD up/RP a/DT tap/NN in/IN birdie/NN on/IN the/DT 16th/CD ,/, sending/VBG a/DT wedge/NN shot/NN to/TO 18/CD inches/NNS ./."
345,matches on Saturday :,matches/NNS on/IN Saturday/NNP :/:
346,"The French-educated , former brother-in-law of Pol Pot was foreign minister in the Khmer Rouge government that ruled Cambodia and was seen as the group 's second in command .","The/DT French-educated/NNP ,/, former/JJ brother-in-law/NN of/IN Pol/NNP Pot/NNP was/VBD foreign/JJ minister/NN in/IN the/DT Khmer/NNP Rouge/NNP government/NN that/WDT ruled/VBD Cambodia/NNP and/CC was/VBD seen/VBN as/IN the/DT group/NN 's/POS second/JJ in/IN command/NN ./."
347,"The NBH trade data is based on cash flow , MIT data on customs statistics .","The/DT NBH/NNP trade/NN data/NNS is/VBZ based/VBN on/IN cash/NN flow/NN ,/, MIT/NNP data/NNS on/IN customs/NNS statistics/NNS ./."
348,AMSTERDAM 1996-08-24,AMSTERDAM/NNP 1996-08-24/JJ
349,"Soymeal ( in rupees per tonne , free on rail-FOR )","Soymeal/NNP (/( in/IN rupees/NNS per/IN tonne/NN ,/, free/JJ on/IN rail-FOR/NN )/)"
350,Sweden 1 1 0 0 6 1 2,Sweden/NNP 1/CD 1/CD 0/CD 0/CD 6/CD 1/CD 2/CD
351,News of the secret trip came after Baker trashed the Clinton administration at the Republican National Convention two weeks ago for its efforts to nudge Syria into peace with Israel .,News/NN of/IN the/DT secret/JJ trip/NN came/VBD after/IN Baker/NNP trashed/VBD the/DT Clinton/NNP administration/NN at/IN the/DT Republican/NNP National/NNP Convention/NNP two/CD weeks/NNS ago/RB for/IN its/PRP$ efforts/NNS to/TO nudge/VB Syria/NNP into/IN peace/NN with/IN Israel/NNP ./.
352,"A small team of engineers from Sun Microsystems Inc. 's JavaSoft unit said Sunday they have formed a new company , dubbed Internet Startup , to build Java infrastructure software .","A/DT small/JJ team/NN of/IN engineers/NNS from/IN Sun/NNP Microsystems/NNPS Inc./NNP 's/POS JavaSoft/NNP unit/NN said/VBD Sunday/NNP they/PRP have/VBP formed/VBN a/DT new/JJ company/NN ,/, dubbed/VBN Internet/NNP Startup/NNP ,/, to/TO build/VB Java/NNP infrastructure/NN software/NN ./."
353,NEW YORK 1996-08-26,NEW/JJ YORK/NNP 1996-08-26/JJ
354,CAPE TOWN 1996-08-25,CAPE/NNP TOWN/NNP 1996-08-25/JJ
355,NEW YORK 1996-08-24,NEW/JJ YORK/NNP 1996-08-24/JJ
356,The 53-year-old Johnson was hospitalized after experiencing dizziness .,The/DT 53-year-old/JJ Johnson/NNP was/VBD hospitalized/VBN after/IN experiencing/VBG dizziness/NN ./.
357,8. Edouard Gritsoun ( Russia ) 4:26.467,8/CD ./. Edouard/NNP Gritsoun/NNP (/( Russia/NNP )/) 4:26.467/CD
