id,pos_tags
167,"SPA-FRANCORCHAMPS/NNP ,/, Belgium/NNP 1996-08-25/CD"
168,Boston/NNP 4/CD CALIFORNIA/NNP 1/CD
169,3./CD Ferrari/NNP 48/CD
170,"Including/VBG the/DT last/JJ three/CD games/NNS of/IN last/JJ October/NNP 's/POS Divisional/NNP Playoff/NNP Series/NNP ,/, the/DT Mariners/NNPS have/VBP beaten/VBN the/DT Yankees/NNPS 12/CD of/IN the/DT past/JJ 15/CD meetings/NNS overall/RB and/CC 14/CD of/IN the/DT last/JJ 16/CD in/IN the/DT Kingdome/NNP ./."
171,"That/DT ,/, and/CC the/DT fact/NN he/PRP is/VBZ only/RB a/DT few/JJ hours/NNS drive/NN away/RB ,/, influenced/VBD my/PRP$ decision/NN to/TO come/VB to/TO Aberdeen/NNP ./. ``/``"
172,"``/`` I/PRP feel/VBP that/IN we/PRP made/VBD it/PRP a/DT little/RB easy/JJ for/IN the/DT USTA/NNP ./."
173,OAKLAND/NNP 63/CD 72/CD .467/CD 13/CD 1/2/CD
174,They/PRP told/VBD reporters/NNS a/DT group/NN of/IN Kurdistan/NNP Workers/NNPS Party/NNP (/-LRB- PKK/NNP )/-RRB- guerrillas/NNS stopped/VBD the/DT buses/NNS at/IN a/DT roadblock/NN on/IN the/DT road/NN linking/VBG the/DT eastern/JJ provinces/NNS of/IN Erzincan/NNP and/CC Sivas/NNP on/IN Monday/NNP night/NN and/CC forced/VBD the/DT passengers/NNS to/TO get/VB out/RB ./.
175,Mark/NNP Trevelyan/NNP
176,"The/DT broader/JJR SBF-120/NNP index/NN closed/VBD 1.19/CD points/NNS or/CC 0.08/CD percent/NN lower/JJR at/IN 1,421.90/CD points/NNS ./."
177,pro-baseball/JJ games/NNS played/VBN on/IN Wednesday/NNP ./.
178,"Australian/JJ Open/NNP runner-up/NN Anke/NNP Huber/NNP of/IN Germany/NNP ,/, the/DT sixth/JJ seed/NN ,/, was/VBD undone/VBN by/IN an/DT unlucky/JJ draw/NN that/WDT put/VBD her/PRP against/IN 17th/JJ ranked/JJ South/JJ African/JJ Amanda/NNP Coetzer/NNP in/IN her/PRP$ opening/VBG match/NN ./."
179,OB/NNP 4/CD Lotte/NNP 2/CD
180,"The/DT company/NN was/VBD formed/VBN this/DT year/NN and/CC a/DT couple/NN of/IN analysts/NNS have/VBP been/VBN on/IN their/PRP$ properties/NNS ,/, said/VBD one/CD analyst/NN ./."
181,Scores/NNS after/IN the/DT final/JJ
182,A/DT State/NNP Department/NNP statement/NN appeared/VBD in/IN part/NN a/DT response/NN to/TO Cuban/JJ complaints/NNS that/IN Washington/NNP was/VBD jeopardising/VBG the/DT accords/NNS by/IN failing/VBG to/TO return/VB some/DT of/IN the/DT Cubans/NNPS involved/VBN in/IN recent/JJ illegal/JJ migration/NN incidents/NNS ./.
183,W/NN L/NN PCT/NN GB/NN
184,"But/CC commitee/NN member/NN Montgomerie/NNP said/VBD it/PRP could/MD set/VB an/DT unhelpful/JJ precedent/NN ./. ``/``"
185,Sayed/NNP Salahuddin/NNP
186,"``/`` I/PRP 've/VBP been/VBN trying/VBG my/PRP$ whole/JJ career/NN to/TO be/VB aggressive/JJ ,/, ``/`` said/VBD the/DT 24-year-old/JJ Martinez/NNP after/IN crushing/VBG Tauziat/NNP in/IN just/RB over/IN an/DT hour/NN ./."
187,"In/IN St/NNP Louis/NNP ,/, Gary/NNP Sheffield/NNP and/CC Devon/NNP White/NNP each/DT drove/VBD in/RP two/CD runs/NNS and/CC Mark/NNP Hutton/NNP scattered/VBD four/CD hits/NNS over/IN six/CD innings/NNS to/TO lead/VB the/DT Florida/NNP Marlins/NNPS past/IN the/DT St./NNP Louis/NNP Cardinals/NNPS ,/, 6-3/CD ,/,"
188,Wasim/NNP becomes/VBZ the/DT 11th/JJ player/NN to/TO join/VB the/DT 300-club/JJ of/IN
189,Leading/VBG prize/NN money/NN
190,11,500/CD ./.
191,Roberto/NNP Carretero/NNP (/-LRB- Spain/NNP )/-RRB- beat/VBD Jordi/NNP Burillo/NNP (/-LRB- Spain/NNP )/-RRB- 6-3/CD 4-6/CD 6-/CD
192,"``/`` If/IN they/PRP (/-LRB- the/DT PUNR/NNP )/-RRB- are/VBP so/RB vexed/VBN ,/, they/PRP could/MD leave/VB the/DT government/NN .../: "
193,Poland/NNP and/CC Cyprus/NNP drew/VBD
194,"Standings/NNS (/-LRB- tabulated/VBN under/IN played/VBN ,/, won/VBN ,/, drawn/VBN ,/, lost/VBN ,/, goals/NNS"
195,Second/JJ round/NN
196,The/DT latest/JJS sets/VBZ a/DT timetable/NN for/IN disarmament/NN by/IN the/DT end/NN of/IN January/NNP and/CC elections/NNS by/IN May/NNP 30/CD ./.
197,Result/NN of/IN a/DT Scottish/JJ third/JJ
198,KANSAS/NNP CITY/NNP 4/CD Texas/NNP 3/CD (/-LRB- 10/CD innings/NNS )/-RRB-
199,"I/PRP know/VBP that/IN if/IN I/PRP want/VBP to/TO play/VB professional/JJ tennis/NN I/PRP have/VBP to/TO do/VB my/PRP$ best/JJS to/TO try/VB to/TO beat/VB her/PRP and/CC I/PRP ca/MD n't/RB be/VB scared/JJ ./. ``/``"
200,Bondholders/NNS and/CC other/JJ unsecured/JJ non-trade/JJ creditors/NNS will/MD receive/VB warrants/NNS four/CD about/RB 2.2/CD million/CD shares/NNS when/WRB the/DT company/NN 's/POS market/NN capitalization/NN reaches/VBZ $/SYM 20/CD million/CD ./.
201,Saeed/NNP Anwar/NNP c/NN Croft/NNP b/NN Cork/NNP 176/CD
202,SOCCER/NN -/: SCOTTISH/JJ THIRD/JJ DIVISION/NNP RESULT/NN ./.
203,South/NNP Sydney/NNP 21/CD 5/CD 1/CD 15/CD 304/CD 586/CD 11/CD
204,Snoozing/VBG Vietnamese/JJ man/NN takes/VBZ slow/JJ train/NN to/TO Alaska/NNP ./.
205,Atlante/NNP 3/CD 2/CD 1/CD 0/CD 6/CD 2/CD 7/CD
206,Rad/NNP 1/CD Buducnost/NNP (/-LRB- P/NNP )/-RRB- 0/CD
207,Elect/NNP Res/NNP July/NNP 40.0/CD 33.0/CD 6.0/CD 12.0/CD 4.0/CD
208,",/, suffered/VBD serious/JJ brain/NN damage/NN ./."
209,Jiri/NNP Novak/NNP (/-LRB- Czech/NNP Republic/NNP )/-RRB- vs./IN qualifier/NN
210,also/RB covers/VBZ snap/NN FAT8222/NN
211,RIA/NNP news/NN agency/NN quoted/VBD an/DT army/NN source/NN accusing/VBG rebel/NN fighters/NNS of/IN failing/VBG to/TO turn/VB up/RP for/IN joint/JJ Russian-Chechen/JJ police/NN patrols/NNS in/IN some/DT districts/NNS of/IN the/DT capital/NN Grozny/NNP on/IN Tuesday/NNP ./.
212,WARSAW/NNP 1996-08-25/CD
213,"Lebed/NNP ,/, who/WP has/VBZ arranged/VBN a/DT military/JJ truce/NN with/IN separatist/JJ rebels/NNS in/IN the/DT southern/JJ Russia/NNP region/NN ,/, was/VBD in/IN Moscow/NNP this/DT week/NN seeking/VBG support/NN for/IN a/DT deal/NN on/IN Chechnya/NNP 's/POS political/JJ status/NN ./."
214,BADMINTON/NN -/: MALAYSIAN/JJ OPEN/NNP BADMINTON/NN RESULTS/NNS ./.
215,Ajax/NNP Amsterdam/NNP 1/CD (/-LRB- Frank/NNP de/NNP Boer/NNP 30th/JJ )/-RRB- AZ/NNP Alkmaar/NNP 0/CD ./.
216,10./CD Shinichi/NNP Itoh/NNP (/-LRB- Japan/NNP )/-RRB- Honda/NNP 1:51.857/CD
217,I/PRP do/VBP n't/RB know/VB if/IN I/PRP can/MD go/VB any/DT faster/RBR ./.
218,CHICAGO/NNP 1996-08-26/CD
219,"Ken/NNP Caminiti/NNP added/VBD two/CD RBI/NN for/IN the/DT Padres/NNPS ,/, who/WP have/VBP won/VBN six/CD of/IN their/PRP$ last/JJ seven/CD games/NNS and/CC remained/VBD one/CD game/NN ahead/RB of/IN the/DT Los/NNP Angeles/NNP Dodgers/NNPS in/IN the/DT National/NNP League/NNP West/NNP ./."
220,The/DT Chechens/NNPS said/VBD a/DT renegade/JJ group/NN seized/VBD the/DT weapons/NNS and/CC said/VBD on/IN Monday/NNP they/PRP had/VBD all/DT been/VBN returned/VBN ./.
221,German/JJ flown/VBN cargo/NN January-July/NNP rise/NN 3.8/CD percent/NN ./.
222,"Tamil/NNP Tiger/NNP rebels/NNS overran/VBD an/DT isolated/VBN police/NN post/NN in/IN Sri/NNP Lanka/NNP 's/POS northeast/NN early/RB on/IN Thursday/NNP killing/VBG 24/CD policemen/NNS ,/, defence/NN officials/NNS said/VBD ./."
223,"Rain/NN arrived/VBD just/RB as/IN the/DT players/NNS left/VBD the/DT field/NN for/IN lunch/NN ,/, forcing/VBG the/DT ground-staff/NN into/IN action/NN yet/RB again/RB ./."
224,CRICKET/NN -/: ENGLAND/NNP V/IN PAKISTAN/NNP FINAL/JJ TEST/NN SCOREBOARD/NN ./.
225,"Diplomats/NNS explain/VBP the/DT purpose/NN of/IN this/DT electoral/JJ engineering/NN is/VBZ to/TO secure/VB Serb/JJ control/NN over/IN pivotal/JJ towns/NNS inside/IN the/DT 49/CD per/IN cent/NN of/IN Bosnia/NNP known/VBN as/IN the/DT Serb/JJ republic/NN ,/, consolidating/VBG through/IN the/DT ballot/NN box/NN what/WP was/VBD initially/RB taken/VBN in/IN war/NN ./."
226,"Cellars/NNS were/VBD flooded/VBN ,/, trees/NNS uprooted/VBN and/CC roofs/NNS damaged/VBN ,/, but/CC there/EX were/VBD no/DT reports/NNS of/IN any/DT injuries/NNS ,/, an/DT interior/JJ affairs/NNS ministry/NN spokesman/NN said/VBD ./."
227,"Scottish/JJ division/NN two/CD -/: Ayr/NNP v/IN Berwick/NNP ,/, Clyde/NNP v/IN Queen/NNP of/IN the/DT"
228,Lotte/NNP 4/CD Hyundai/NNP 0/CD
229,Arminia/NNP Bielefeld/NNP 1/CD Duisburg/NNP 1/CD
230,"Millfeed/NN supplies/NNS for/IN prompt/JJ shipment/NN remained/VBD tight/JJ and/CC prices/NNS continued/VBD to/TO move/VB higher/RBR ,/, millfeed/NN dealers/NNS said/VBD ./."
231,8/CD -/: Jim/NNP Courier/NNP (/-LRB- U.S./NNP )/-RRB- vs./IN Javier/NNP Sanchez/NNP (/-LRB- Spain/NNP )/-RRB-
232,``/``
233,"And/CC the/DT farming/NN sector/NN ,/, making/VBG the/DT painful/JJ transition/NN from/IN Soviet/JJ central/JJ planning/NN to/TO a/DT market/NN economy/NN simply/RB has/VBZ no/DT money/NN ./."
234,Currin/NNP said/VBD the/DT law/NN had/VBD to/TO be/VB changed/VBN so/IN all/DT judicial/JJ prosecutions/NNS were/VBD automatically/RB suspended/VBN for/IN those/DT who/WP approached/VBD the/DT truth/NN commission/NN ./.
235,And/CC that/DT little/JJ snack/NN is/VBZ guaranteed/VBN to/TO make/VB you/PRP thirsty/JJ ./.
236,denotes/VBZ seeding/NN )/-RRB- :/:
237,"BELCHATOW/NNP ,/, Poland/NNP 1996-08-27/CD"
238,"They/PRP seized/VBD revolvers/NNS ,/, sawn-off/JJ rifles/NNS ,/, shotguns/NNS and/CC knives/NNS ./."
239,"``/`` I/PRP want/VBP you/PRP to/TO ask/VB this/DT question/NN ./."
240,SOCCER/NN -/: FOWLER/NNP AND/CC MCMANAMAN/NNP OUT/IN OF/IN ENGLAND/NNP SQUAD/NN ./.
241,He/PRP said/VBD volatility/NN levels/NNS should/MD be/VB stable/JJ until/IN markets/NNS reassess/VBP the/DT situation/NN after/IN a/DT long/JJ weekend/NN in/IN Britain/NNP ./.
242,Konpolis/NNP 75/CD 1/9/CD Mideast/NNP /: Indonesia/NNP W112.5/NNP KPC/NNP ./.
243,"-/: Cabinet/NNP meeting/NN appoints/VBZ Colonel/NNP Severin/NNP Konan/NNP Kouame/NNP as/IN gendarmerie/NN commander/NN ,/, replacing/VBG General/NNP Joseph/NNP Tanny/NNP ,/, who/WP has/VBZ been/VBN appointed/VBN secretary-general/NN of/IN the/DT National/NNP Security/NNP Council/NNP ./."
244,"--/: Damien/NNP Lynch/NNP ,/, Dublin/NNP Newsroom/NNP +353/CD 1/CD 6603377/CD"
245,BONN/NNP 1996-08-23/CD
246,Reigning/VBG champions/NNS Auxerre/NNP had/VBD to/TO settle/VB for/IN a/DT goalless/JJ draw/NN against/IN Marseille/NNP on/IN Tuesday/NNP ./.
247,LOS/NNP ANGELES/NNP 69/CD 60/CD .535/CD 1/CD
248,Chris/NNP Boardman/NNP (/-LRB- Britain/NNP )/-RRB- 4:11.114/CD (/-LRB- world/NN record/NN )/-RRB- beat/VBD Andrea/NNP Collinelli/NNP (/-LRB- Italy/NNP )/-RRB- 4:20.341/CD
249,30,000/CD ./.
250,EPA/NNP Q2/NN +168,130/CD +31,230/CD +167,330/CD 12.3/CD million/CD
251,Watts/NNP said/VBD the/DT cost/NN of/IN protesting/VBG can/MD be/VB heavy/JJ once/IN the/DT company/NN is/VBZ locked/VBN into/IN a/DT contract/NN ./.
252,2./CD Paul/NNP Malin/NNP (/-LRB- Britain/NNP )/-RRB- Yamaha/NNP 317/CD
253,11./CD Frank/NNP Nobilo/NNP (/-LRB- New/NNP Zealand/NNP )/-RRB- 209,412/CD
254,The/DT attack/NN on/IN Lupu/NNP came/VBD during/IN a/DT tunnel/NN skirmish/NN between/IN opposing/VBG players/NNS as/IN they/PRP left/VBD the/DT field/NN ./.
255,6-/CD 3/CD
256,Katarina/NNP Studenikova/NNP (/-LRB- Slovakia/NNP )/-RRB- beat/VBD 6/CD -/: Karina/NNP Habsudova/NNP
257,RIO/NNP DE/NNP JANEIRO/NNP 1996-08-26/CD
258,Each/DT side/NN scored/VBD three/CD tries/NNS and/CC the/DT Springboks/NNPS outscored/VBD the/DT All/DT Blacks/NNPS 15-12/CD in/IN the/DT second/JJ half/NN but/CC still/RB suffered/VBD a/DT fourth/JJ successive/JJ defeat/NN against/IN their/PRP$ old/JJ enemies/NNS ./.
259,Major/NNP League/NNP Baseball/NNP
260,Hyundai/NNP 54/CD 5/CD 47/CD .533/CD 7/CD 1/2/CD
261,"Eight/CD of/IN the/DT rebels/NNS were/VBD killed/VBN in/IN Van/NNP province/NN ,/, five/CD in/IN Sirnak/NNP and/CC four/CD in/IN Hakkari/NNP ./."
262,Kandahar/NNP is/VBZ the/DT headquarters/NN of/IN the/DT opposition/NN Taleban/NNP militia/NN ./.
263,New/NNP Zealand/NNP will/MD also/RB line/VB up/RP against/IN Sri/NNP Lanka/NNP and/CC Pakistan/NNP this/DT November/NNP in/IN a/DT one-day/JJ champions/NNS trophy/NN competition/NN in/IN Sharjah/NNP ./.
264,"In/IN Grozny/NNP ,/, Shkirko/NNP told/VBD Interfax/NNP he/PRP was/VBD suspending/VBG the/DT pullout/NN of/IN troops/NNS from/IN the/DT capital/NN until/IN weapons/NNS seized/VBN by/IN the/DT Chechens/NNPS were/VBD returned/VBN ./."
265,The/DT ministry/NN had/VBD raised/VBN 2.3/CD billion/CD guilders/NNS from/IN sales/NNS of/IN the/DT new/JJ bond/NN by/IN the/DT close/NN of/IN trade/NN on/IN Wednesday/NNP ./.
266,Tommy/NNP Thompson/NNP said/VBD Thursday/NNP ./.
267,The/DT PUK/NNP called/VBD on/IN the/DT United/NNP Nations/NNPS and/CC allied/VBN forces/NNS to/TO halt/VB the/DT Iraqi/JJ aggression/NN ./.
268,Final/JJ
269,AMOUNT/NN TERM/NN
270,Mladost/NNP (/-LRB- L/NNP )/-RRB- 0/CD Zemun/NNP 0/CD
271,"--/: Akron/NNP ,/, Ohio/NNP ,/, $/SYM 6.31/CD million/CD improvement/NN bonds/NNS ./."
272,5./CD Jordan/NNP 15/CD
273,Flight-related/JJ fees/NNS (/-LRB- Dm/NNP million/CD )/-RRB- 125/CD up/RB 17/CD pct/NN
274,16./CD Jos/NNP Verstappen/NNP (/-LRB- Netherland/NNP )/-RRB- Arrows/NNPS 11/CD
275,Malaysia/NNP bans/VBZ nitrofuran/NN usage/NN in/IN chicken/NN feed/NN ./.
276,England/NNP batsman/NN John/NNP Crawley/NNP was/VBD forced/VBN to/TO endure/VB a/DT frustrating/JJ delay/NN of/IN over/IN three/CD hours/NNS before/IN resuming/VBG his/PRP$ quest/NN for/IN a/DT maiden/JJ test/NN century/NN in/IN the/DT third/JJ test/NN against/IN Pakistan/NNP on/IN Friday/NNP ./.
277,Net/JJ nil/NN loss/NN 447/CD mln/NN
278,3./CD Nick/NNP Nieland/NNP (/-LRB- Britain/NNP )/-RRB- 81.12/CD
279,SV/NNP Salzburg/NNP 6/CD 4/CD 2/CD 0/CD 8/CD 1/CD 14/CD
280,Saskatchewan/NNP Wheat/NNP Pool/NNP eyes/VBZ hog/NN market/NN ./.
281,Sheffield/NNP United/NNP 2/CD 0/CD 1/CD 1/CD 4/CD 5/CD 1/CD
282,Clydebank/NNP 1/CD Stirling/NNP 0/CD
283,Arafat/NNP had/VBD been/VBN scheduled/VBN to/TO meet/VB former/JJ Israeli/JJ prime/JJ minister/NN Shimon/NNP Peres/NNP in/IN the/DT West/NNP Bank/NNP town/NN of/IN Ramallah/NNP on/IN Thursday/NNP but/CC the/DT venue/NN was/VBD changed/VBN to/TO Gaza/NNP after/IN Israel/NNP denied/VBD flight/NN clearance/NN to/TO the/DT Palestinian/JJ leader/NN 's/POS helicopters/NNS ./.
284,"The/DT two/CD buses/NNS collided/VBD head/RB on/IN at/IN 5/CD o'clock/RB this/DT morning/NN on/IN the/DT road/NN between/IN the/DT towns/NNS of/IN Rousse/NNP and/CC Veliko/NNP Tarnovo/NNP ,/, police/NNS said/VBD ./."
285,"``/`` There/EX are/VBP no/DT parks/NNS or/CC empty/JJ areas/NNS of/IN land/NN around/IN here/RB ,/, so/RB when/WRB we/PRP want/VBP to/TO play/VB a/DT friendly/JJ game/NN of/IN soccer/NN we/PRP all/DT load/VBP up/RP in/IN the/DT car/NN and/CC travel/VBP to/TO Tel/NNP Aviv/NNP ,/, ``/`` 60/CD km/NNS (/-LRB- 36/CD miles/NNS )/-RRB- away/RB ,/, Sameh/NNP Haj/NNP Yihye/NNP said/VBD ./."
286,Wigan/NNP 3/CD 2/CD 1/CD 0/CD 5/CD 2/CD 7/CD
287,"``/`` He/PRP has/VBZ been/VBN cleared/VBN ./."
288,Viktoria/NNP Zizkov/NNP 3/CD 0/CD 1/CD 2/CD 3/CD 8/CD 1/CD
289,--/: Athens/NNP Metro/NNP subway/NN project/NN hits/VBZ snags/NNS which/WDT could/MD delay/VB delivery/NN to/TO the/DT year/NN 2000/CD and/CC overshoot/VB the/DT original/JJ budgeted/VBN cost/NN of/IN 520/CD billion/CD drachmas/NNS
290,Two/CD other/JJ girls/NNS have/VBP been/VBN rescued/VBN and/CC police/NNS are/VBP hunting/VBG for/IN at/IN least/JJS two/CD more/JJR who/WP Dutroux/NNP has/VBZ admitted/VBN kidnapping/VBG a/DT year/NN ago/RB ./.
291,Bekescsaba/NNP 0/CD BVSC/NNP 1/CD
292,Thai/JJ Prime/NNP Minister/NNP Banharn/NNP Silpa-archa/NNP on/IN Monday/NNP proposed/VBD September/NNP 18/CD as/IN the/DT date/NN for/IN parliamentary/JJ debate/NN on/IN an/DT opposition/NN no-confidence/JJ motion/NN accusing/VBG him/PRP of/IN incompetence/NN ./.
293,Fortuna/NNP Sittard/NNP 2/CD 1/CD 1/CD 0/CD 1/CD 0/CD 4/CD
294,"Stenning/NNP ,/, who/WP has/VBZ previous/JJ convictions/NNS ,/, is/VBZ expected/VBN to/TO appeal/VB against/IN the/DT sentence/NN ./."
295,"Weinstein/NNP was/VBD found/VBN dead/JJ last/JJ weekend/NN alongside/IN the/DT bodies/NNS of/IN eight-year-olds/NNS Julie/NNP Lejeune/NNP and/CC Melissa/NNP Russo/NNP in/IN a/DT house/NN belonging/VBG to/TO Detroux/NNP ,/, who/WP said/VBD they/PRP starved/VBD to/TO death/NN earlier/RBR this/DT year/NN ,/, nine/CD months/NNS after/IN being/VBG abducted/VBN in/IN June/NNP 1995/CD ./."
296,The/DT newspaper/NN did/VBD not/RB give/VB any/DT details/NNS about/IN the/DT manuscript/NN but/CC said/VBD it/PRP had/VBD been/VBN relinquished/VBN to/TO the/DT Islamic/NNP Museum/NNP in/IN Cairo/NNP ./.
297,2011/CD 30M/NN -/: 90M/NN
298,The/DT 30-year/JJ U.S./NNP Treasury/NNP bond/NN was/VBD off/RB 2/32/CD to/TO yield/VB 6.96/CD percent/NN ./.
299,"``/`` We/PRP have/VBP notified/VBN them/PRP of/IN our/PRP$ concerns/NNS and/CC asked/VBN them/PRP to/TO give/VB us/PRP a/DT response/NN ,/, ``/`` said/VBD Colorado/NNP attorney/NN general/JJ Gale/NNP Norton/NNP ./."
300,SOCCER/NN -/: FRENCH/JJ LEAGUE/NN RESULTS/NNS ./.
301,ANKARA/NNP 1996-08-28/CD
302,"``/`` The/DT whole/JJ day/NN I/PRP 'm/VBP thinking/VBG abnout/IN tennis/NN ./."
303,Year/NN to/TO June/NNP 30/CD
304,4./CD Virgilius/NNP Alekna/NNP (/-LRB- Lithuania/NNP )/-RRB- 63.62/CD
305,Buenos/NNP Aires/NNP fraud/NN cops/NNS held/VBD in/IN extortion/NN racket/NN ./.
306,SOCCER/NN -/: NICE/NNP SACK/VB COACH/NN EMON/NNP ./.
307,Australian/JJ Rules/NN -/: AFL/NNP results/NNS and/CC standings/NNS ./.
308,behind/IN
309,The/DT installation/NN of/IN delegates/NNS was/VBD initially/RB scheduled/VBN for/IN July/NNP ./.
310,PARIS/NNP 1996-08-22/CD
311,"In/IN Houston/NNP ,/, Jeff/NNP Bagwell/NNP homered/VBD and/CC Donne/NNP Wall/NNP allowed/VBD one/CD run/NN over/IN seven/CD innings/NNS as/IN the/DT Houston/NNP Astros/NNPS defeated/VBD the/DT St./NNP Louis/NNP Cardinals/NNPS 4-1/CD ./."
312,Nearly/RB 400/CD members/NNS of/IN an/DT outlawed/VBN student/NN group/NN were/VBD arrested/VBN after/IN violent/JJ protests/NNS demanding/VBG reunification/NN with/IN communist/JJ North/NNP Korea/NNP were/VBD crushed/VBN by/IN riot/NN police/NNS at/IN a/DT Seoul/NNP university/NN this/DT month/NN ./.
313,SVCD/NNP Bulgaria/NNP air/NN traffic/NN controllers/NNS to/TO strike/VB September/NNP 3/CD ./.
314,Drop/NN goal/NN :/: Zinzan/NNP Brooke/NNP ./.
315,"Two/CD Americans/NNPS ,/, seventh/JJ seed/NN Todd/NNP Martin/NNP and/CC unseeded/JJ Alex/NNP O'Brien/NNP ,/, will/MD meet/VB on/IN Friday/NNP after/IN winning/VBG matches/NNS on/IN Thursday/NNP ./."
316,The/DT race/NN continues/VBZ on/IN Thursday/NNP afternoon/NN with/IN a/DT 19.6/CD fourth-stage/JJ Doetinchem-Doetinchem/NNP time/NN trial/NN
317,-/: The/DT surprise/NN .../:
318,8./CD Bruny/NNP Surin/NNP (/-LRB- Canada/NNP )/-RRB- 10.30/CD
319,1-6/CD 6-3/CD
320,"COMEX/NNP copper/NN ended/VBD higher/JJR after/IN a/DT late/JJ ,/, modest/JJ recovery/NN dragged/VBD the/DT market/NN from/IN the/DT lows/NNS ,/, but/CC traders/NNS shrugged-off/VBD an/DT imminent/JJ strike/NN at/IN Codelco/NNP 's/POS Salvador/NNP mine/NN in/IN Chile/NNP ./."
321,BONN/NNP 1996-08-22/CD
322,"Some/DT 50/CD million/CD Guinean/JJ francs/NNS (/-LRB- $/SYM 50,000/CD )/-RRB- has/VBZ been/VBN pumped/VBN into/IN the/DT exercise/NN to/TO deter/VB the/DT inspectors/NNS from/IN taking/VBG bribes/NNS ./."
323,New/JJ U.N./NNP relief/NN coordinator/NN arrives/VBZ in/IN Iraq/NNP ./.
324,Lens/NNP 3/CD Montpellier/NNP 2/CD
325,Guillaume/NNP Raoux/NNP (/-LRB- France/NNP )/-RRB- beat/VBD Filip/NNP Dewulf/NNP (/-LRB- Belgium/NNP )/-RRB- 7-6/CD (/-LRB- 7-5/CD )/-RRB- 3-6/CD 1-6/CD 6-4/CD 7-5/CD
326,PRESS/NNP DIGEST/NNP -/: Spain/NNP -/: Aug/NNP 29/CD ./.
327,"Ironically/RB ,/, PSG/NNP 's/POS victory/NN owed/VBD a/DT lot/NN to/TO two/CD former/JJ Nantes/NNP players/NNS ,/, striker/NN Patrice/NNP Loko/NNP ,/, who/WP scored/VBD on/IN a/DT brilliant/JJ shot/NN in/IN the/DT 33rd/JJ minute/NN ,/, and/CC defender/NN Benoit/NNP Cauet/NNP ,/, who/WP started/VBD the/DT one-two/NN which/WDT allowed/VBD Loko/NNP to/TO score/VB ./."
328,Education/NN 42/CD 6/CD 36/CD 3/CD
329,Hasina/NNP told/VBD a/DT cross/NN section/NN of/IN people/NNS at/IN the/DT Bogra/NNP police/NN headquarters/NN on/IN Sunday/NNP that/IN the/DT government/NN had/VBD already/RB suspended/VBN three/CD police/NN officers/NNS and/CC ordered/VBD a/DT judicial/JJ probe/NN into/IN the/DT violent/JJ incidents/NNS ./.
330,"A/DT 12-year-old/JJ Florida/NNP boy/NN hanged/VBD himself/PRP in/IN his/PRP$ backyard/NN just/RB hours/NNS before/IN he/PRP was/VBD due/JJ to/TO start/VB at/IN a/DT new/JJ school/NN on/IN Monday/NNP ,/, police/NNS said/VBD ./."
331,UNITED/NNP NATIONS/NNPS 1996-08-28/CD
332,"A/DT Finance/NNP Ministry/NNP official/NN explained/VBD that/IN the/DT cheques/NNS for/IN corporate/JJ tax/NN payments/NNS had/VBD been/VBN sucked/VBN into/IN the/DT ventilation/NN system/NN ,/, the/DT weekly/NN reported/VBD ./."
333,Juventus/NNP have/VBP won/VBN the/DT European/NNP Cup/NNP twice/RB ./.
334,number/NN denotes/VBZ seeding/NN )/-RRB- :/:
335,"U.S./NNP Ambassador/NNP Myles/NNP Frechette/NNP applauded/VBD the/DT move/NN ,/, saying/VBG it/PRP could/MD prompt/VB the/DT Clinton/NNP administration/NN to/TO remove/VB Colombia/NNP from/IN a/DT list/NN of/IN outcast/JJ nations/NNS that/WDT have/VBP failed/VBN to/TO cooperate/VB in/IN U.S./NNP counternarcotics/NNS efforts/NNS ./."
336,Jan/NNP Siemerink/NNP (/-LRB- Netherlands/NNP )/-RRB- beat/VBD Carlos/NNP Moya/NNP (/-LRB- Spain/NNP )/-RRB- 7-6/CD
337,"``/`` Their/PRP$ return/NN to/TO Afghanistan/NNP will/MD take/VB place/NN in/IN two/CD or/CC three/CD days/NNS ,/, ``/`` an/DT embassy/NN official/NN said/VBD ./."
338,"In/IN New/NNP York/NNP ,/, Garret/NNP Anderson/NNP and/CC Gary/NNP DiSarcina/NNP drove/VBD in/RP two/CD runs/NNS apiece/RB in/IN a/DT five-run/JJ first/JJ inning/NN and/CC Jim/NNP Edmonds/NNP highlighted/VBD a/DT six-run/JJ sixth/JJ with/IN a/DT bases-loaded/JJ double/NN as/IN the/DT California/NNP Angels/NNPS coasted/VBD to/TO a/DT 12-3/CD victory/NN over/IN the/DT Yankees/NNPS in/IN the/DT rubber/NN game/NN of/IN their/PRP$ three-game/JJ series/NN ./."
339,A./NNP Jadeja/NNP run/VBN out/RP 0/CD
340,Lows/NNS 68-76F/CD (/-LRB- 20-24C/CD )/-RRB- ./.
341,"Knifeman/NN kills/VBZ Polish/JJ beauty/NN queen/NN ,/, wounds/VBZ husband/NN ./."
342,Loznica/NNP 3/CD 2/CD 0/CD 1/CD 7/CD 3/CD 6/CD
343,"According/VBG to/TO a/DT senior/JJ campaign/NN official/NN ,/, Clinton/NNP ``/`` will/MD be/VB making/VBG a/DT lot/NN of/IN news/NN in/IN the/DT coming/VBG week/NN --/: something/NN different/JJ each/DT day/NN ./. ``/``"
