id,entities
677,Minnesota (LOC); Ken Hill (PER); Rusty Greer (PER); Texas Rangers (ORG); Twins (ORG)
678,MINNETONKA (LOC); Minn (LOC)
679,High Court (ORG); Tando Allahyar (LOC); Hyderabad (LOC)
680,Sylvie Florence (PER)
681,Lebed (PER); Chechnya (LOC); Yeltsin (PER)
682,NONE
683,Meri (PER); Ruutel (PER)
684,UAG (ORG); Neza (ORG)
685,Iraqi Kurdish (MISC); Iraq (LOC); Kurdish (MISC); Baghdad (LOC)
686,Hashimoto (PER)
687,M. Dekker (PER)
688,Chua (PER)
689,Iraq (LOC)
690,Tim Herron (PER); Duffy Waldorf (PER); Davis Love (PER); Anders Forsbrand (PER)
691,BOSTON (ORG); CALIFORNIA (ORG)
692,John Gilardi (PER); Frankfurt Newsroom (ORG)
693,MBIA (ORG)
694,SoCal Edison (ORG)
695,Christopher Wreh (PER); Guingamp (ORG); Marc-Vivien Foe (PER); Lens (ORG); Enzo (PER)
696,Taha (PER)
697,Buffalo Bills (ORG); Football Hall of Fame (MISC)
698,Sydney (LOC)
699,NONE
700,HONG KONG (LOC)
701,World Series (MISC); India (LOC); Sri Lanka (LOC)
702,Boeta Wessels (PER)
703,Criciuma (ORG)
704,PORTUGUESE (MISC)
705,NUREMBERG (LOC); Germany (LOC)
706,NONE
707,Bohdan Ulihrach (PER); Czech Republic (LOC); Alberto Costa (PER)
708,MANAMA (LOC)
709,NONE
710,Tami Whitlinger Jones (PER); U.S. (LOC); Amy Frazier (PER); U.S. (LOC)
711,Bonnet (PER); Kwazulu-Natal (ORG); Gavin Featherstone (PER); South Africa (LOC); Olympic Games (MISC); Atlanta (LOC)
712,NONE
713,European (MISC)
714,Hillary Rodham Clinton (PER)
715,NONE
716,NONE
717,Martin Damm (PER); Czech Republic (LOC); Younes El Aynaoui (PER)
718,AEI (ORG); Spanish (MISC); ISO 9002 (MISC)
719,Dole (PER); Democratic (MISC); Republican (MISC)
720,TEXAS (ORG)
721,David Rikl (PER); Czech Republic (LOC); Hicham Arazi (PER); Morocco (LOC)
722,LAGOS (LOC)
723,NONE
724,rupees (MISC)
725,Dayton (LOC)
726,Michael Stich (PER); U.S. Open (MISC); Wimbledon (MISC); Tommy Haas (PER)
727,Revolutionary United Front (ORG)
728,Mike Clayton (PER); Australia (LOC); Emanuele Canonica (PER); Italy (LOC)
729,Bulgarian (MISC); Bulatka (ORG)
730,NONE
731,HELSINKI (LOC)
732,Haitai (ORG); Hanwha (ORG)
733,French (MISC)
734,Freiburg (ORG)
735,Cometra (ORG); Morinville (LOC); Leduc Reef (LOC)
736,Beirut Stock Exchange (ORG); Ciments Libanais (ORG)
737,Arafat (PER); Peres (PER); Gaza (LOC)
738,Bristol City (ORG)
739,Athens (LOC); Tirana (LOC); Albanian (MISC); Balkan (MISC)
740,Togo (LOC)
741,IMF (ORG)
742,Reuters (ORG)
743,Windows 95 (MISC); Office 95 (MISC); Microsoft (ORG)
744,Portuguesa (ORG); Parana (ORG)
745,Andy Caddick (PER)
746,Jews (MISC); Christians (MISC); Arafat (PER)
747,Chicago (LOC)
748,African (MISC); Security Council (ORG); Pierre Buyoya (PER); Tutsi (MISC); Hutus (MISC)
749,HOUSTON (ORG)
750,LONDON (LOC)
751,Larnaca (LOC); AEK Larnaca (ORG); Cyprus (LOC); Kotaik Abovyan (ORG); Armenia (LOC)
752,BP (ORG); BP (ORG)
753,NONE
754,Keiichi Kitigawa (PER); Japan (LOC); Suzuki (ORG)
755,Max van Heeswijk (PER); Netherlands (LOC); Motorola (ORG)
756,NONE
757,NONE
758,Corey Pavin (PER)
759,BELGIAN (MISC)
760,Thai (MISC); Hong Kong (LOC); Hong Kong (LOC)
761,Inzamam-ul-Haq (PER); Hussain (PER); Mullally (PER)
762,Peres (PER)
763,Crohn 's (MISC)
764,Shimon Peres (PER); Morocco (LOC)
765,NONE
766,EL MUNDO (ORG)
767,Iran (LOC)
768,NONE
769,Montpellier (ORG); Cannes (ORG); Charvet (PER)
770,MSV Duisburg (ORG)
771,Grand Slam (MISC)
772,Raith (ORG); Rangers (ORG); Celtic (ORG); Motherwell (ORG)
773,Ipswich (ORG)
774,British (MISC); Malcolm Rifkind (PER); London (LOC); British (MISC)
775,JUMHOURIYA (ORG)
776,NONE
777,NONE
778,Irina Privalova (PER); Russia (LOC)
779,Arantxa Sanchez Vicario (PER); Spain (LOC); Jana Novotna (PER); Czech Republic (LOC)
780,Russian (MISC); RAO Gazprom (ORG); Federal Securities Corporation (ORG); FFK (ORG)
781,Albania (LOC); Briton (MISC)
782,U.S. State Department (ORG); Washington (LOC); Philip Wilcox (PER); Colombo (LOC)
783,Guarani (ORG)
784,Martin Ayres (PER)
785,BONN (LOC)
786,NONE
787,Britain (LOC); Rifkind (PER); Pakistan (LOC); Reuters (ORG)
788,Earth First (ORG)
789,CARLSBAD (LOC); California (LOC)
790,Opera (LOC)
791,Oppenheimer Capital (ORG)
792,Organisation for Security and Cooperation in Europe (ORG); Hungarian (MISC)
793,Thiel (PER); Michael Johnson (PER); Christie (PER)
794,Wayne Jordan (PER); Arkansas State Police (ORG)
795,Allan Wells (PER); Britain (LOC)
796,NONE
797,NONE
798,PUNR (ORG); Gheorghe Funar (PER); Iliescu (PER); Hungarian (MISC)
799,All Blacks (ORG); John Hart (PER); Jim Bolger (PER)
800,Pakistan (LOC)
801,NONE
802,National League (MISC)
803,NONE
804,Conservative New Democracy (ORG); ND (ORG); Miltiadis Evert (PER); Alexandroupolis (LOC); ND (ORG)
805,NONE
806,Ghibellines (MISC); Florence (LOC); Florentine Guelfs (MISC); Monte Aperto (LOC)
807,Santos (ORG)
808,Dnipro Dnipropetrovsk (ORG); CSKA Kiev (ORG)
809,NONE
810,NONE
811,NONE
812,Takeishi (PER)
813,U.S. (LOC); Bill Clinton (PER); Ballybunion (LOC); Irish (MISC)
814,Cheung (PER)
815,U.S. (LOC); Middle East (LOC); Dennis Ross (PER); Paris (LOC); Israeli (MISC); Egyptian (MISC)
816,NEW YORK (LOC)
817,FRENCH (MISC)
818,NONE
819,Iranian (MISC); Baghdad (LOC)
820,Socialist Party (ORG); Reuters (ORG)
821,NONE
822,Hanwha (ORG)
823,BEIJING (LOC)
824,Gabriele Colombo (PER); Italy (LOC)
825,Danny Theybers (PER); Belgium (LOC); Honda (ORG)
826,CALIFORNIA (ORG)
827,Fabio Baldato (PER); Italy (LOC)
828,Hekmatyar (PER); Rabbani (PER)
829,EU (ORG); German (MISC)
830,Plymouth (ORG)
831,Kabariti (PER)
832,NEW YORK (LOC)
833,STOCKHOLM (LOC)
834,Utrecht (ORG); Twente Enschede (ORG)
835,NONE
836,Ferencvaros (ORG)
837,ALLENTOWN (LOC); Pa. (LOC)
838,Jordan (LOC); Iraq (LOC); Iraqi (MISC)
839,NONE
840,NONE
841,NONE
842,Italian Cup (MISC); Fiorentina (ORG)
843,Csepel (ORG); Videoton (ORG)
844,NONE
845,1,000 LAKES RALLY (MISC)
846,Yoshikawa (PER)
847,NONE
848,BRASILIA (LOC)
849,HELIBOR (MISC)
850,NONE
851,Peronists (MISC); Hector Campora (PER); Vicente Solano Lima (PER)
852,Cruzeiro (ORG)
853,Jim Furyk (PER)
854,Caddick (PER)
855,Statesman (ORG); Mangala Das (PER); Prem Dan (ORG); Gift of Love (ORG); Mother Teresa (PER)
856,Democrats (MISC); Chicago (LOC); Clinton (PER); Republican (MISC); Bob Dole (PER)
857,NONE
858,Cleveland Newsdesk (ORG)
859,NONE
860,Karlsruhe (ORG)
861,St Mirren (ORG); St Johnstone (ORG)
862,Ferhaoui (PER); Lefevre (PER)
863,Rana Sabbagh (PER)
864,CENTRAL DIVISION (MISC)
865,Franny Weld (PER); Tracy Roosevelt (PER)
866,Lille (ORG); Rennes (ORG)
867,Australia (LOC); Zimbabwe (LOC); Singer World Series (MISC)
868,Mushota (PER)
869,PLO Council (ORG); Israel (LOC)
870,NONE
871,Netanyahu (PER)
872,U.S. (LOC)
873,Yeltsin (PER); Russian (MISC)
874,Carlos Costa (PER); Spain (LOC); Magnus Gustafsson (PER); Sweden (LOC)
875,Sofia Newsroom (ORG)
876,NONE
877,Lord 's (LOC); Pakistan (LOC)
878,Frenchman (MISC); Frank LeBoeuf (PER); Italian (MISC); Gianluca Vialli (PER); Chelsea (ORG); Coventry (ORG); Arsenal (ORG); Leicester (ORG)
879,NONE
880,NONE
881,Democratic (MISC)
882,Lauck (PER); German (MISC)
883,Iraqis (MISC); Sudan Airways (ORG); London (LOC); Khartoum (LOC); Amman (LOC)
884,Kuperman (PER)
885,Helena Sukova (PER); Czech Republic (LOC); Paola Suarez (PER); Argentina (LOC)
886,NONE
887,Patrick Rafter (PER); Australia (LOC); MaliVai Washington (PER); U.S. (LOC)
888,NONE
889,North (LOC); South Kivu (LOC); Maniema (LOC); Shaba (LOC); Bandundu (LOC)
890,NONE
891,Major League Baseball (MISC)
892,LAGOS (LOC)
893,Warrington (ORG)
894,Sydney Australian All-Ordinaries index (MISC)
895,NONE
896,NONE
897,Bosnian (MISC)
898,Republicans (MISC); Democrat (MISC)
899,NYC (LOC)
900,NONE
901,Zaire (LOC); Rwandan (MISC); Hutu (MISC)
902,NONE
903,Pier Francesco Chili (PER); Italy (LOC); Ducati (ORG)
904,Boardman (PER); Edouard Gritson (PER); Russia (LOC)
905,Davies (PER); Cuba (LOC)
906,Malta (LOC)
907,India (LOC); Associated Cement Companies (ORG); ACC (ORG)
908,ASARCO (ORG)
909,Housecall (ORG)
910,Federico Colonna (PER); Italy (LOC); Mapei (ORG)
911,NONE
912,NONE
913,NONE
914,OMLX (ORG); London Securities & Derivatives Exchange (ORG); OM Stockholm (ORG); OM Gruppen (ORG); OM Gruppen (ORG)
915,MILWAUKEE (ORG); CHICAGO (ORG)
916,Algerian (MISC); Moslem (MISC); French (MISC); Algeria (LOC); Algerian (MISC)
917,NONE
918,Hong Kong (LOC); China (LOC)
919,NONE
920,NONE
921,Fontaine Co Ltd (ORG)
922,Peter Greste (PER)
923,African Football Confederation (ORG); CAF (ORG); Burundi (LOC); African Nations Cup (MISC); Central African Republic (LOC)
924,NONE
925,German (MISC)
926,NONE
927,Rifkind (PER); Pakistan (LOC); Asian (MISC); India (LOC); Sri Lanka (LOC); Japan (LOC); Mongolia (LOC)
928,China (LOC); Liaoning (LOC)
929,NONE
930,Santos (ORG); Narciso (PER); Jean (PER); Sao Paulo (ORG)
931,Feyenoord (ORG); Larsson (PER); Van Gastel (PER); Graafschap (ORG)
932,NONE
933,LONDON (LOC)
934,Hintsa (PER)
935,Serbs (MISC); Bosnia (LOC); Yugoslavia (LOC); Krajina (LOC)
936,Nalkhera (LOC)
937,Mostostal Z (ORG)
938,Santos (ORG)
939,INA (ORG); Iraqis (MISC)
940,Hapoel Ironi Rishon Lezion (ORG); Hapoel Taibe (ORG)
941,MILLNS (PER); BOLAND (ORG)
942,Iceland (LOC)
943,Barbara Rittner (PER); Germany (LOC); Katarina Studenikova (PER); Slovakia (LOC)
944,Samsung (ORG)
945,UNITED NATIONS (ORG)
946,Darren McKenzie-Potter (PER); New Zealand (LOC)
947,World Cup (MISC)
948,Dutroux (PER); Slovak (MISC)
949,Portsmouth (ORG); Southend (ORG)
950,Rakow Czestochowa (ORG); Stomil Olsztyn (ORG)
951,Dublin Newsroom (ORG)
952,MARCELO (PER); PSV (ORG); DUTCH (MISC)
953,African (MISC)
954,Willem II Tilburg (ORG)
955,NONE
956,RAF Riga (ORG); Agrins Zarins (PER)
957,Sergi Bruguera (PER); Spain (LOC); Michael Stich (PER); Germany (LOC)
958,Milan (ORG); George Weah (PER); Italian (MISC); Roberto Baggio (PER)
959,Tankan (MISC); Bank of Japan (ORG)
960,Angolan (MISC)
961,EDBERG (PER); GRAND SLAM (MISC); WIMBLEDON (MISC)
962,Carlisle (ORG); Leyton Orient (ORG)
963,Cyprien (PER); French (MISC); Italy (LOC); Switzerland (LOC)
964,Oakland (ORG); BALTIMORE (ORG)
965,Simon Brown (PER)
966,LONDON (LOC)
967,ATLANTA (ORG)
968,Griqualand West (ORG); Andre Cloete (PER); Leon van der Wath (PER)
969,NONE
970,Salomon Brothers (ORG); Paul Ting (PER)
971,Marwan Muasher (PER); Iraq (LOC)
972,MOSCOW (LOC)
973,Saudi (MISC)
974,Dutroux (PER)
975,ENGLISH (MISC)
976,China (LOC)
977,DUBAI (LOC)
978,AMSTETTEN (LOC); Austria (LOC)
979,USDA (ORG)
980,Rudar (ORG)
981,BASEBALL (MISC); MAJOR LEAGUE (MISC)
982,Sydney Newsroom (ORG)
983,Huw Jones (PER); New York Commodities (ORG)
984,NONE
985,England (LOC)
986,Petra Langrova (PER); Czech Republic (LOC); Naoko Sawamatsu (PER); Japan (LOC)
987,WARSAW (LOC)
988,Jim Bidzos (PER); RSA Data Security (ORG); Security Dynamics Technologies Inc. (ORG); VeriSign (ORG)
989,Japan (LOC); Japan (LOC)
990,Ford (ORG)
991,Japanese (MISC); Tankan (MISC)
992,MOSCOW (LOC)
993,NONE
994,Andrew Huddart (PER); London Newsroom (ORG)
995,Meri (PER); Arnold Ruutel (PER)
996,Neagle (PER); Braves (ORG)
997,NONE
998,NONE
999,NONE
1000,Thomas Bjorn (PER); Denmark (LOC); Fernando Roca (PER); Spain (LOC); Derrick (PER)
