id,text
1180,"have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else "
1181,"is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music "
1182,will assuredly have their funny bones tickled 
1183,the soulful gravity of crudup 's anchoring performance 
1184,"after all , he took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long . "
1185,scenes all end in someone screaming . 
1186,"slow , predictable and not very amusing "
1187,meandering and confusing . 
1188,of low-budget filmmaking 
1189,"its premise is smart , but "
1190,even accepting this in the right frame of mind can only provide it with so much leniency . 
1191,the hard-to-predict and absolutely essential chemistry between the down-to-earth bullock and the nonchalant grant proves to be sensational 
1192,little to salvage this filmmaker 's flailing reputation 
1193,"a work of extraordinary journalism , but it is also a work of deft and subtle poetry "
1194,tastelessness and gall 
1195,"one of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning . "
1196,about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length 
1197,"personable , amusing cast "
1198,kieran culkin a pitch-perfect holden 
1199,"a catalyst for the struggle of black manhood in restrictive and chaotic america ... sketchy but nevertheless gripping portrait of jim brown , a celebrated wonder in the spotlight "
1200,"is extremely funny , the first part making up for any flaws that come later "
1201,turns numbingly dull-witted and disquietingly creepy . 
1202,"the performances are amiable and committed , "
1203,has no point and 
1204,impressive and yet lacking about everything 
1205,"entirely suspenseful , extremely well-paced and ultimately "
1206,"evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter 's invention . "
1207,"the kids in the audience at the preview screening seemed bored , cheering the pratfalls but little else ; their parents , wise folks that they are , read books . "
1208,"an evil , monstrous lunatic "
1209,"is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop freudianism "
1210,"none of this sounds promising and , indeed , the first half of sorority boys is as appalling as any ` comedy ' to ever spill from a projector 's lens "
1211,personal tragedy and 
1212,blessed with a searing lead performance 
1213,with awe 
1214,"can still make you feel that you never want to see another car chase , explosion or gunfight again "
1215,found a cult favorite 
1216,going to take you 
1217,"... the efforts of its star , kline , to lend some dignity to a dumb story are for naught . "
1218,self-conscious but often hilarious 
1219,kids 
1220,is truly gorgeous to behold 
1221,begging for attention 
1222,"martin lawrence 's latest vehicle can explode obnoxiously into 2,500 screens while something of bubba ho-tep 's clearly evident quality may end up languishing on a shelf somewhere "
1223,more graceful way 
1224,"like the full monty , this is sure to raise audience 's spirits and leave them singing long after the credits roll . "
1225,", the dialogue sounds like horrible poetry . "
1226,", this cinderella story does n't have a single surprise up its sleeve . "
1227,both sitcomishly predictable and cloying in its attempts 
1228,will find in these characters ' foibles a timeless and unique perspective 
1229,nearly breaks its little neck trying to perform entertaining tricks 
1230,is n't exactly endearing 
1231,vapid 
1232,is a complete mess 
1233,little uneven 
1234,"an opportunity to embrace small , sweet ` evelyn "
1235,"not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were . "
1236,"like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form "
1237,"a cold , calculated exercise "
1238,grand 
1239,despite its rough edges and a tendency to sag in certain places 
1240,numbness 
1241,"there 's real visual charge to the filmmaking , "
1242,damaged-goods people 
1243,a lot smarter than your average bond . 
1244,be as bored watching morvern callar as the characters are in it 
1245,"while this movie , by necessity , lacks fellowship 's heart "
1246,"delivers what it promises : a look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans "
1247,"the film never rises above a conventional , two dimension tale "
1248,something vital about the movie 
1249,once amusing 
1250,despite its sincere acting 
1251,poo-poo 
1252,fights a good fight 
1253,provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen 
1254,patient and tenacious 
1255,"noyce 's greatest mistake is thinking that we needed sweeping , dramatic , hollywood moments to keep us "
1256,ultimately delivers 
1257,worth the journey 
1258,that did n't sell many records but helped change a nation 
1259,director douglas mcgrath takes on nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading . 
1260,being stupid 
1261,the paradiso 's rusted-out ruin and ultimate collapse during the film 's final ( restored ) third ... 
1262,lost in the translation this time 
1263,much of what 's on saturday morning tv especially the pseudo-educational stuff we all ca n't stand 
1264,"dumb gags , anatomical humor , or "
1265,"the result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's hollywood . "
1266,"serious re-working to show more of the dilemma , rather than have his characters stage shouting "
1267,efficient 
1268,"the work of an artist , one whose view of america , history and the awkwardness of human life is generous and deep "
1269,have a good shot 
1270,it offers much to absorb and even more to think about after the final frame . 
1271,standard guns versus martial arts cliche with little new added . 
1272,that hollywood expects people to pay to see it 
1273,even slightly wised-up kids would quickly change the channel 
1274,sparked by two actresses in their 50s working at the peak of their powers . 
1275,much power 
1276,"raised to a new , self-deprecating level "
1277,"mattei so completely loses himself to the film 's circular structure to ever offer any insightful discourse on , well , love in the time of money . "
1278,if that 's not too glorified a term 
1279,"lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for work and food . "
1280,the con 
1281,'s more repetition than creativity throughout the movie 
1282,", the grey zone attempts to be grandiloquent , but ends up merely pretentious -- in a grisly sort of way . "
1283,"rubbish that is listless , witless , and devoid of anything resembling humor "
1284,this nasty comedy 
1285,arguably the best script that besson has written in years . 
1286,is one of the year 's best 
1287,far less endearing disabilities 
1288,left thinking the only reason to make the movie is because present standards allow for plenty of nudity 
1289,here is how so many talented people were convinced to waste their time 
1290,things will turn out okay 
1291,pitch-perfect 
1292,"most thoughtful films about art , ethics , and the cost of moral compromise "
1293,"faith , love and power "
1294,heavy stench 
1295,", one would hope for the best "
1296,insanely hilarious 
1297,", you ca n't help but get caught up in the thrill of the company 's astonishing growth . "
1298,very choppy and monosyllabic 
1299,woozy 
1300,"very compelling , sensitive , intelligent and almost cohesive "
1301,a crass and insulting homage 
1302,demme finally succeeds in diminishing his stature from oscar-winning master to lowly studio hack . 
1303,knock back a beer with but they 're simply not funny performers 
1304,"but unless you 're an absolute raving star wars junkie , it is n't much fun . "
1305,the positive change in tone here seems to have recharged him . 
1306,forming a chain of relationships that come full circle to end on a positive ( if tragic ) note 
1307,as lame and sophomoric 
1308,"gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug "
1309,"a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways "
1310,one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie . 
1311,animated epic 
1312,cool stuff packed into espn 's ultimate x. 
1313,works beautifully 
1314,of quirky characters and an engaging story 
1315,"that kate is n't very bright , but that she has n't been worth caring about "
1316,"a hit - and-miss affair , "
1317,"be labeled ` hip ' , ` innovative ' and ` realistic ' "
1318,made by someone who obviously knows nothing about crime 
1319,manages the rare trick of seeming at once both refreshingly different and reassuringly familiar 
1320,crawl up your own *** 
1321,an ( emotionally at least ) adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested 
1322,zellweger 's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a 
1323,it drags during its 112-minute length 
1324,p.t. anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible 
1325,made the full monty a smashing success 
1326,are so well 
1327,photographic marvel 
1328,"with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography "
1329,putrid it is not worth the price of the match that should be used to burn every print of the film . 
1330,"has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s "
1331,gives a human face to what 's often discussed in purely abstract terms . 
1332,poise 
1333,most intense 
1334,"definitive , if disingenuous , "
1335,survival wrapped in the heart-pounding suspense of a stylish psychological thriller 
1336,are worse 
1337,wrenching performances 
1338,the young stars are too cute ; the story and ensuing complications are too manipulative ; the message is too blatant 
1339,"the château would have been benefited from a sharper , cleaner script before it went in front of the camera . "
1340,is just the point 
1341,", meandering "
1342,ill-conceived and 
1343,"gooding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences . "
1344,is that it 's far too sentimental 
1345,", this is sure to raise audience 's spirits and leave them singing long after the credits roll . "
1346,then just fell apart 
1347,", but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons "
1348,sharp edges and a deep vein of sadness 
1349,the movie sputters 
1350,"along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes "
1351,missing from it 
1352,groaners 
1353,ultimately undo him 
1354,traditionally structured 
1355,of virtually plotless meanderings 
1356,a fascinating profile 
1357,"the script , the gags , the characters are all direct-to-video stuff "
1358,run out of clever ideas and visual gags about halfway through 
1359,a sobering and powerful documentary about the most severe kind of personal loss : 
1360,sheds light 
1361,a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about 
1362,"its rough-around-the-edges , low-budget constraints "
1363,can drown out the tinny self-righteousness of his voice 
1364,even more damning -- 
1365,wonder of wonders -- a teen movie with a humanistic message . 
1366,but quietly effective retelling 
1367,accomplished oscar winners 
1368,a ray of hope 
1369,comatose ballerinas 
1370,"4ever has the same sledgehammer appeal as pokemon videos , "
1371,offer a fascinating glimpse 
1372,"is a gorgeous film - vivid with color , music and life . "
1373,raunchy and frequently hilarious 
1374,"using a stock plot , about a boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater . "
1375,is a commanding screen presence 
1376,offers much to absorb and even more to think about after the final frame . 
1377,adequately fills the eyes 
1378,collapses under its own meager weight . 
1379,should have been a cutting hollywood satire 
1380,to seem as long as the two year affair which is its subject 
1381,be building suspense 
1382,sweet and believable 
1383,`` far from heaven '' is a masterpiece . 
1384,heavy on the atmospheric weirdness 
1385,can not engage 
1386,"good , hard-edged stuff "
1387,"insomnia is one of the year 's best films and pacino gives one of his most daring , and complicated , performances "
1388,appears to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept . 
1389,that satisfies 
1390,with remarkable serenity and discipline 
1391,existential exploration 
1392,", entertaining comedy "
1393,why did they deem it necessary to document all this emotional misery ? 
1394,inept 
1395,you might want to check it out 
1396,", it suffers from the awkwardness that results from adhering to the messiness of true stories . "
1397,to watch too many barney videos 
1398,you ca n't help but feel ` stoked . ' 
1399,fuels the self-destructiveness of many young people 
1400,thanks to confident filmmaking and a pair of fascinating performances 
1401,the computer and 
1402,epic treatment of a nationwide blight that seems to be 
1403,surreal ache of mortal awareness 
1404,"'s clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long . "
1405,"'s tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo "
1406,the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor stephen rea 
1407,is a visual treat 
1408,the credit for the film 's winning tone 
1409,really does n't have much to say beyond the news 
1410,black-and-white and unrealistic . 
1411,"are no special effects , and no hollywood endings . "
1412,everyone making it 
1413,it rarely stoops to cheap manipulation or corny conventions to do it 
1414,"might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) . "
1415,will leave you wondering about the characters ' lives after the clever credits roll 
1416,by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about 
1417,even more unmentionable subjects seem like mere splashing around in the muck 
1418,never achieve the popularity of my big fat greek wedding 
1419,"the rich and sudden wisdom , "
1420,just offensive 
1421,understand why anyone in his right mind would even think to make the attraction a movie 
1422,", sobering , heart-felt drama "
1423,is well suited to capture these musicians in full regalia 
1424,too easy 
1425,it was only a matter of time before some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo . 
1426,one scene after another in this supposedly funny movie 
1427,a film you will never forget 
1428,as the film breaks your heart 
1429,"romantic , riveting and handsomely animated . "
1430,would anyone cast the magnificent jackie chan in a movie full of stunt doubles and special effects 
1431,the absence of narrative continuity 
1432,reflective and beautifully 
1433,the pianist like a surgeon mends a broken heart ; very meticulously but without any passion 
1434,"the uninspired scripts , acting and direction never rise above the level of an after-school tv special "
1435,"no better or worse than ` truth or consequences , n.m. ' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater . "
1436,is the action as gripping 
1437,", touching , smart and complicated "
1438,funny yet 
1439,stuck under my seat trying to sneak out of the theater 
1440,"the film never recovers from the clumsy cliché of the ugly american abroad , "
1441,the milieu is wholly unconvincing ... and the histrionics reach a truly annoying pitch 
1442,"are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels "
1443,those who want to be jolted out of their gourd should drop everything and run to ichi . 
1444,"the picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came . "
1445,is so insanely dysfunctional that the rampantly designed equilibrium becomes a concept doofus 
1446,"clever , amusing and unpredictable "
1447,the premise of jason x is silly but strangely believable . 
1448,a sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women . 
1449,the most brilliant work in this genre since the 1984 uncut version of sergio leone 
1450,superficial . 
1451,an all-around good time at the movies 
1452,unpleasantly 
1453,fashioning an engrossing entertainment out 
1454,"part biography , part entertainment "
1455,heartfelt performances 
1456,"does n't really know or care about the characters , and uses them as markers for a series of preordained events "
1457,"'s mildly entertaining , "
1458,"hugh grant , who has a good line in charm "
1459,-- as long as you 're wearing the somewhat cumbersome 3d goggles 
1460,was the best the contest received 
1461,the rampantly designed equilibrium becomes a concept doofus 
1462,be thinking about going to see this movie 
1463,lighthearted glow 
1464,"is worse : the part where nothing 's happening , or the part where something 's happening "
1465,"with spy kids 2 : the island of lost dreams , however , robert rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking . "
1466,embracing than monty 
1467,acknowledges upfront that the plot makes no sense 
1468,... a cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alone . 
1469,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes . "
1470,"... an airless , prepackaged julia roberts wannabe that stinks so badly of hard-sell image-mongering you 'll wonder if lopez 's publicist should share screenwriting credit . "
1471,"to smack of a hallmark hall of fame , with a few four letter words thrown in that are generally not heard on television "
1472,enjoyable big movie 
1473,will amuse or entertain them 
1474,"invigorating , surreal , and resonant "
1475,have bitterly forsaken 
1476,no doubt intended the film to affirm love 's power to help people endure almost unimaginable horror 
1477,wanted to leave 
1478,"skip this dreck , rent animal house "
1479,before pulling the plug on the conspirators and averting an american-russian armageddon 
1480,compelling new material 
1481,low budget 
1482,riveting and 
1483,construct a story with even a trace of dramatic interest 
1484,no 
1485,provide its keenest pleasures 
1486,atop wooden dialogue 
1487,captures both the beauty of the land and the people 
1488,does n't have a passion for the material . 
1489,meticulously uncovers a trail of outrageous force and craven concealment . 
1490,clueless does south fork 
1491,aged past his prime 
1492,the first bond movie in ages that is n't fake fun 
1493,"is n't heated properly , "
1494,bland songs 
1495,unlikable characters and a self-conscious sense 
1496,warm your heart without making you feel guilty about it . 
1497,establishes a wonderfully creepy mood 
1498,the timeless spectacle of people 
1499,droning 
1500,pay your $ 8 and get ready for the big shear 
1501,out-sized 
1502,"of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance "
1503,the film runs on a little longer than it needs to -- muccino either does n't notice when his story ends or just ca n't tear himself away from the characters -- but it 's smooth and professional 
1504,a solid cast 
1505,feeling like a great missed opportunity 
1506,only a genius 
1507,peculiar and always entertaining 
1508,... does n't deserve the energy it takes to describe how bad it is . 
1509,that fights a good fight on behalf of the world 's endangered reefs 
1510,to take an entirely stale concept and push it through the audience 's meat grinder one more time 
1511,"yes , spirited away is a triumph of imagination , but it 's also a failure of storytelling "
1512,"a distinctly mixed bag , the occasional bursts of sharp writing alternating with lots of sloppiness "
1513,demonstrating vividly 
1514,straight from the saturday morning cartoons 
1515,slow for a younger crowd 
1516,living under a rock 
1517,"long on the irrelevant as on the engaging , which gradually turns what time "
1518,idiotically 
1519,for its success on a patient viewer 
1520,halfhearted 
1521,dismiss -- moody 
1522,a dazzling dream of a documentary . 
1523,", cletis tout might inspire a trip to the video store -- in search of a better movie experience . "
1524,"jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart . "
1525,uneasily 
1526,( hayek ) throws herself into this dream hispanic role with a teeth-clenching gusto 
1527,", it does give exposure to some talented performers "
1528,"actory concoctions , defined by childlike dimness and a handful of quirks "
1529,the poor quality of pokemon 4 
1530,comedic writing 
1531,"like many western action films , this thriller is too loud and thoroughly overbearing , but "
1532,", you realize there 's no place for this story to go but down "
1533,viewed as pure composition and form -- 
1534,sense is a movie that deserves recommendation 
1535,"laborious whine , the bellyaching of a paranoid and unlikable man . "
1536,you 'll regret 
1537,sand to the fierce grandeur of its sweeping battle scenes 
1538,"sure , it 's contrived and predictable "
1539,"it 's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress . "
1540,is to be cherished . 
1541,the fine line between cheese and earnestness remarkably well 
1542,drag along the dead ( water ) weight of the other 
1543,the men and machines behind the curtains of our planet 
1544,romp that has something to say . 
1545,suffers from all the excesses 
1546,that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener 
1547,an entertainment destination for the general public 
1548,campbell scott finds the ideal outlet for his flick-knife diction in the role of roger swanson . 
1549,"started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights "
1550,will leave you wanting to abandon the theater 
1551,"funny , sexy , and rousing "
1552,"and if you appreciate the one-sided theme to lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified martin lawrence lovefest . "
1553,"stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . "
1554,a knowing sense of humor and a lot of warmth ignite son of the bride . 
1555,"it 's excessively quirky and a little underconfident in its delivery , but otherwise this is the best ` old neighborhood ' project since christopher walken kinda romanced cyndi lauper in the opportunists . "
1556,manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy . 
1557,"represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy "
1558,"this gentle , mesmerizing portrait "
1559,a spoof comedy 
1560,entertains not so much 
1561,make interesting 
1562,"like a three-ring circus , there are side stories aplenty -- none of them memorable . "
1563,aged 
1564,esteemed 
1565,far less sophisticated and 
1566,not particularly scary 
1567,decrepit 
1568,warmth and 
1569,extant stardom 
1570,romanticized rendering 
1571,host to some truly excellent sequences 
1572,"und drung , but explains its characters ' decisions only unsatisfactorily . "
1573,satisfyingly unsettling ride 
1574,in sham actor workshops and an affected malaise 
1575,confessions may not be a straightforward bio 
1576,a domestic melodrama with weak dialogue and biopic cliches . 
1577,light-hearted 
1578,incoherence and sub-sophomoric 
1579,left in the broiling sun for a good three days 
1580,an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time 
1581,that we believe that that 's exactly what these two people need to find each other 
1582,gets its greatest play 
1583,"nice , light treat "
1584,"into the life of wladyslaw szpilman , who is not only a pianist , but a good human being "
1585,too stupid 
1586,in a dead-end existence 
1587,that the plot makes no sense 
1588,forget 
1589,mr. rose 's updating works surprisingly well . 
1590,does not work . 
1591,... begins on a high note and sustains it beautifully . 
1592,brave and challenging 
1593,disappointingly generic 
1594,soggy potboiler 
1595,"for the rest of us , sitting through dahmer 's two hours amounts to little more than punishment . "
1596,pristine style and bold colors 
1597,stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks 
1598,made with an enormous amount of affection 
1599,a canny crowd pleaser 
1600,that spends a bit too much time on its fairly ludicrous plot . 
1601,turntablism 
1602,energy and wit to entertain all ages 
1603,is so deadly dull that watching the proverbial paint dry would be a welcome improvement . 
1604,that in a good way 
1605,'s impossible to care 
1606,all about the benjamins evokes the bottom tier of blaxploitation flicks from the 1970s . 
1607,"of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes "
1608,that annoying specimen of humanity 
1609,"an unbelievably stupid film , though occasionally fun enough to make you "
1610,so stilted and unconvincing 
1611,none of this sounds promising and 
1612,an oddly fascinating depiction 
1613,the filmmaker 's extraordinary access 
1614,david caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen . 
1615,comes across as a fairly weak retooling . 
1616,"guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen . "
1617,"which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening "
1618,that takes itself all too seriously 
1619,saves this deeply affecting film 
1620,made the first one charming 
1621,a consummate actor incapable of being boring 
1622,by letting you share her one-room world for a while 
1623,"of the wise , wizened visitor from a faraway planet "
1624,the ya-ya 's have many secrets and one is - the books are better 
1625,for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference 
1626,no laughs 
1627,forgive its mean-spirited second half 
1628,"the whole affair , true story or not , feels incredibly hokey ... "
1629,more and more frustrating 
1630,it 's not very good either . 
1631,seem to match the power of their surroundings 
1632,that 's enough to sustain laughs 
1633,", history , memory , resistance and artistic transcendence "
1634,'s a feel-good movie about which you can actually feel good 
1635,we all need a playful respite from the grind to refresh our souls 
1636,ms. paltrow employs to authenticate her british persona 
1637,by a british cast 
1638,the raw comic energy 
1639,"is a lumbering , wheezy drag "
1640,"'s an exhilarating place to visit , this laboratory of laughter "
1641,in the same old story 
1642,'s a funny little movie with clever dialogue and likeable characters . 
1643,"to shyamalan 's gifts , which are such that we 'll keep watching the skies for his next project "
1644,clean-cut dahmer ( jeremy renner ) and fiendish acts that no amount of earnest textbook psychologizing can bridge . 
1645,"promisingly but disintegrates into a dreary , humorless soap opera . "
1646,any movie with a life-affirming message 
1647,let this morph into a typical romantic triangle 
1648,made me want to pack raw dough in my ears . 
1649,"a bad improvisation exercise , "
1650,an overly familiar scenario 
1651,too bad kramer could n't make a guest appearance to liven things up . 
1652,lacks the charisma and ability to carry the film on his admittedly broad shoulders . 
1653,", the eye candy here lacks considerable brio . "
1654,great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s 
1655,the soulful development 
1656,at its best moments 
1657,been there done that 
1658,wickedly sick and twisted humor 
1659,consistent embracing humanity 
1660,the young stars are too cute ; 
1661,"settles in and becomes compulsively watchable in a guilty-pleasure , daytime-drama sort of fashion "
1662,"breezy , distracted rhythms "
1663,a movie that ca n't get sufficient distance from leroy 's delusions to escape their maudlin influence . 
1664,` triumph ' 
1665,is like cold porridge with only the odd enjoyably chewy lump . 
1666,"the intimate , unguarded moments of folks who live in unusual homes -- "
1667,slimed in the name of high art 
1668,"the film settles in and becomes compulsively watchable in a guilty-pleasure , daytime-drama sort of fashion . "
1669,"for all its brilliant touches , dragon loses its fire midway , nearly flickering out by its perfunctory conclusion . "
1670,larger than life 
1671,a film that 's rarely as entertaining as it could have been 
1672,offers an interesting look at the rapidly changing face of beijing 
1673,looks and feels like a low-budget hybrid of scarface or carlito 's way . 
1674,"`` sweet home alabama '' is what it is -- a nice , harmless date film ... "
1675,no one in the audience or the film seems to really care 
1676,hoffman 's performance is authentic to the core of his being . 
1677,retains an extraordinary faith in the ability of images 
1678,the lively appeal of the last kiss 
1679,baseball movies that try too hard to be mythic 
1680,from a stunningly unoriginal premise 
1681,you want to slap it 
1682,a pack of dogs who are smarter than him 
1683,off-puttingly 
1684,as tiresome as 9 
1685,a diverse and astonishingly articulate 
1686,"is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama "
1687,gawky actor 
1688,"refreshingly realistic , "
1689,lose 
1690,the result is a film that 's about as subtle as a party political broadcast 
1691,impart a message without bludgeoning the audience over the head 
1692,", mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits . "
1693,is a case of too many chefs fussing over too weak a recipe . 
1694,a fantastically vital movie that manages to invest real humor 
1695,just does n't work 
1696,crafted a deceptively casual ode 
1697,an intriguing look at the french film industry during the german occupation ; its most delightful moments come when various characters express their quirky inner selves . 
1698,"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy "
1699,bold colors 
1700,the extraordinarily rich landscape 
1701,is delicately narrated by martin landau and directed with sensitivity and skill by dana janklowicz-mann . 
1702,painful as the grey zone 
1703,embraces life in public 
1704,want to think too much about what 's going on 
1705,has all the complexity and realistic human behavior of an episode of general hospital 
1706,recreation to resonate 
1707,from its unsettling prognosis 
1708,joyful 
1709,"aims to be funny , uplifting and moving , sometimes "
1710,of this tacky nonsense 
1711,banal in its message and the choice of material 
1712,"has been overexposed , redolent of a thousand cliches , "
1713,remarkable movie 
1714,worked 
1715,", this is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture . "
1716,"very funny , very enjoyable ... "
1717,"an airless , prepackaged julia roberts wannabe "
1718,stale retread 
1719,some serious suspense 
1720,"swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements "
1721,"got ten little indians meets friday the 13th by way of clean and sober , filmed on the set of carpenter 's the thing and loaded with actors you 're most likely to find on the next inevitable incarnation of the love boat "
1722,"presents nothing special and , until the final act , nothing overtly disagreeable "
1723,"runs a good race , one that will have you at the edge of your seat for long stretches "
1724,"is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure "
1725,entirely witless 
1726,i 'm not sure these words have ever been together in the same sentence : this erotic cannibal movie is boring 
1727,"sometimes charming , sometimes infuriating "
1728,"soderbergh 's best films , "
1729,is n't nearly as funny as it thinks it is 
1730,a prostitute 
1731,a festival film that would have been better off staying on the festival circuit 
1732,the film sits with square conviction 
1733,the wonderful cinematography and naturalistic acting 
1734,so devoid 
1735,the supernatural trappings only obscure the message 
1736,"'s a fine , old-fashioned-movie movie , which is to say it 's unburdened by pretensions to great artistic significance "
1737,although devoid of objectivity and full of nostalgic comments from the now middle-aged participants 
1738,"enriched by an imaginatively mixed cast of antic spirits , headed by christopher plummer as the subtlest and most complexly evil uncle ralph i 've ever seen in the many film and stage adaptations of the work "
1739,"loud , silly , stupid and pointless "
1740,'s so bad 
1741,is as generic as its title 
1742,"to be going through the motions , beginning with the pale script "
1743,to spare wildlife 
1744,a laundry list of minor shortcomings 
1745,trying to sneak out of the theater 
1746,dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting 
1747,"comes off as a long , laborious whine , the bellyaching of a paranoid and unlikable man . "
1748,"the story of trouble every day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult . "
1749,teenage sex comedy 
1750,lumbering load 
1751,"if this sappy script was the best the contest received , those rejected must have been astronomically bad . "
1752,phrase ` life affirming ' 
1753,gentle but 
1754,deftly captures the wise-beyond-her-years teen 
1755,"this odd , poetic road movie , spiked by jolts of pop music , "
1756,"for the future , one hopes mr. plympton will find room for one more member of his little band , a professional screenwriter . "
1757,nothing special 
1758,turns a blind eye 
1759,'s probably not easy to make such a worthless film ... 
1760,does n't mean it 's good enough for our girls 
1761,that the movie has no idea of it is serious 
1762,"is a popcorn film , not a must-own , or even a must-see . "
1763,nachtwey hates the wars he shows and empathizes with the victims he reveals 
1764,"makes the same mistake as the music industry it criticizes , "
1765,see the it 
1766,"blessed with two fine , nuanced lead performances "
1767,"quiet , patient and tenacious as mr. lopez himself "
1768,have a résumé loaded with credits like `` girl in bar # 3 
