id,text
1678,all its visual panache and compelling supporting characters 
1679,poignant and funny 
1680,lasting traces 
1681,that the new film is a lame kiddie flick and that carvey 's considerable talents are wasted in it 
1682,family and community 
1683,"donovan ... squanders his main asset , "
1684,enhanced by a surplus of vintage archive footage 
1685,that ` alabama ' manages to be pleasant in spite of its predictability 
1686,enjoyed most of mostly martha while i ne 
1687,` triumph ' 
1688,a movie that defies classification and is as thought-provoking as it 
1689,the script by david koepp is perfectly serviceable and because he gives the story some soul ... he elevates the experience to a more mythic level 
1690,that fights a good fight on behalf of the world 's endangered reefs 
1691,there are just too many characters saying too many clever things and getting into too many pointless situations . 
1692,"it 's a hellish , numbing experience to watch , "
1693,is that it does n't make any sense . 
1694,she 's appealingly manic and energetic . 
1695,"remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats ) "
1696,"painful , horrifying and oppressively tragic "
1697,that that 's exactly what these two people need to find each other 
1698,simply runs out of ideas 
1699,called `` jar-jar binks : the movie 
1700,the acres of haute couture ca n't quite conceal that there 's nothing resembling a spine here 
1701,best 60 minutes 
1702,"enthusiastically taking up the current teen movie concern with bodily functions , walt becker 's film pushes all the demographically appropriate comic buttons . "
1703,never catches fire 
1704,arnold schwarzenegger 
1705,does somehow manage to get you under its spell 
1706,'s a spirited film and a must-see 
1707,"some idea of the glum , numb experience of watching o fantasma "
1708,"not a strike against yang 's similarly themed yi yi , but i found what time ? "
1709,drowned out by director jon purdy 's sledgehammer sap 
1710,"sure , it 's contrived and predictable "
1711,wo n't be sitting through this one again 
1712,"a stirring , funny and "
1713,'' winner 
1714,"reacting to it - feeling a part of its grand locations , "
1715,poses for itself that one can forgive the film its flaws 
1716,to take everyone to since there 's no new `` a christmas carol '' out in the theaters this year 
1717,a rambling and incoherent manifesto 
1718,"small in scope , "
1719,'' will leave you wanting to abandon the theater . 
1720,achieving some honest insight into relationships 
1721,succeeded only in making me groggy 
1722,"nelson 's intentions are good , but the end result does no justice to the story itself "
1723,bad trip 
1724,enjoyed the love story 
1725,of a so-called ` comedy ' and not laugh 
1726,"a dull , simple-minded and stereotypical tale of drugs , "
1727,find an enthusiastic audience 
1728,"such a fine idea for a film , and such a stultifying , lifeless execution . "
1729,"focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs "
1730,bland hollywood romance 
1731,overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities 
1732,inside unnecessary films 
1733,be thinking of 51 ways to leave this loser 
1734,comes the first lousy guy ritchie imitation . 
1735,"is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience "
1736,with too little excitement and zero compelling storyline 
1737,"artful , watery tones of blue , green and brown "
1738,"an ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic "
1739,the original 
1740,"this arrogant richard pryor wannabe 's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny "
1741,"there 's a scientific law to be discerned here that producers would be well to heed : mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces . "
1742,infused frida with a visual style unique and inherent 
1743,somewhere inside the mess that is world traveler 
1744,wonderful fencing scenes and 
1745,this low-rent -- and even lower-wit -- rip-off of the farrelly brothers ' oeuvre gets way too mushy -- and in a relatively short amount of time . 
1746,"the screen -- loud , violent and mindless "
1747,"the plot is plastered with one hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults . "
1748,looks good 
1749,be part of 
1750,in the worst way 
1751,has n't escaped the rut dug by the last one 
1752,is a director to watch . 
1753,that may not always work 
1754,sit through -- despite some first-rate performances 
1755,we care about the story 
1756,'s rare 
1757,"... if this sappy script was the best the contest received , those rejected must have been astronomically bad . "
1758,a tattered and ugly past with rose-tinted glasses 
1759,this wretchedly unfunny wannabe comedy is inane and awful - 
1760,a ragbag of cliches 
1761,cinematic postcard 
1762,"the most brilliant and brutal uk crime film since jack carter went back to newcastle , the first half of gangster no. 1 drips with style and , at times , blood . "
1763,pass for a thirteen-year-old 's book report 
1764,"the film 's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties "
1765,of the holiday box office pie 
1766,it 's a visual rorschach test and i must have failed . 
1767,dismiss -- moody 
1768,how do you make a movie with depth about a man who lacked any ? 
1769,"care about cleverness , wit or any other kind of intelligent humor "
1770,"the sight of the spaceship on the launching pad is duly impressive in imax dimensions , as are shots of the astronauts floating in their cabins . "
1771,a clever script 
1772,simone is not a bad film . 
1773,its exploitive array of obligatory cheap 
1774,heavyweights joel silver and robert zemeckis agreed to produce this 
1775,made on the cheap 
1776,do no wrong 
1777,you 'll enjoy this movie . 
1778,stale material 
1779,"loose , poorly structured film "
1780,", compressed characterisations and for its profound humanity "
1781,is sadly heightened by current world events 
1782,'s rarely as entertaining as it could have been 
1783,for a movie that tries to be smart 
1784,a delicious and delicately funny look at the residents of a copenhagen neighborhood coping with the befuddling complications life 
1785,best movies 
1786,"that carries its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh "
1787,draggy 
1788,average bond 
1789,"falls victim to that everlasting conundrum experienced by every human who ever lived : too much to do , too little time to do it in . "
1790,even slightly wised-up kids would quickly change the channel 
1791,"blockbusters as patriot games can still turn out a small , personal film with an emotional wallop "
1792,two-bit potboiler . 
1793,'s so poorly 
1794,oblivious 
1795,like brosnan 's performance 
1796,bad direction and bad acting 
1797,"overall feelings , broader ideas "
1798,is that it 's too close to real life to make sense . 
1799,allegiance to chekhov 
1800,partly a shallow rumination on the emptiness of success -- 
1801,to show us why it 's compelling 
1802,"wonder , hope and magic can never escape the heart of the boy when the right movie comes along , especially if it begins with the name of star wars "
1803,an enjoyable feel-good family comedy regardless of race . 
1804,their parents 
1805,as it is interminable 
1806,that never quite gel 
1807,extraordinary debut from josh koury 
1808,... a scummy ripoff of david cronenberg 's brilliant ` videodrome . ' 
1809,"a smart and funny , albeit sometimes superficial , cautionary tale of a technology in search of an artist . "
1810,clichés . 
1811,"is serene , the humor wry and sprightly "
1812,opened it up for all of us 
1813,"killing time , that 's all that 's going on here . "
1814,"does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke "
1815,wastes an exceptionally good idea 
1816,"this is popcorn movie fun with equal doses of action , cheese , ham and cheek ( as well as a serious debt to the road warrior ) , but it feels like unrealized potential "
1817,is no earthly reason other than money why this distinguished actor would stoop so low 
1818,10 minutes into the film you 'll be white-knuckled and unable to look away . 
1819,"the art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual dvd release will offer subtitles and the original italian-language soundtrack . "
1820,super-dooper-adorability 
1821,far too sentimental 
1822,", he 's unlikely to become a household name on the basis of his first starring vehicle . "
1823,it feels more like the pilot episode of a tv series than a feature film 
1824,the russian word for wow !? ' 
1825,a personal low for everyone involved 
1826,"all awkward , static , and lifeless rumblings "
1827,like scorsese 's mean streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like leather warriors and switchblade sexpot 
1828,pleasure . 
1829,"a compelling pre-wwii drama with vivid characters and a warm , moving message . "
1830,a film with a great premise but only a great premise 
1831,the thrill of the chill 
1832,"if considerably less ambitious , "
1833,hollywood ending is the most disappointing woody allen movie ever . 
1834,the weird thing 
1835,no lika da 
1836,an old-fashioned but emotionally stirring adventure tale of the kind they 
1837,earnest movie 
1838,is a refreshingly forthright one 
1839,sad and rote exercise 
1840,similarly ill-timed antitrust 
1841,that started with a great premise and then just fell apart 
1842,deserves more than a passing twinkle 
1843,audacity and 
1844,heavy on the atmospheric weirdness 
1845,low-budget filmmaking 
1846,no . 
1847,could have -- should have 
1848,"have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue "
1849,exquisite 
1850,overproduced 
1851,even cranky adults may rediscover the quivering kid inside 
1852,after next is the kind of film that could only be made by african-americans because of its broad racial insensitivity towards african-americans . 
1853,embracing 
1854,reaches across time and distance 
1855,be more complex than your average film 
1856,"will find little of interest in this film , which is often preachy and poorly acted . "
1857,that a man in drag is not in and of himself funny 
1858,know how to suffer ' and if you see this film you 'll know too . 
1859,"und drung , but explains its characters ' decisions only unsatisfactorily . "
1860,"familiar , funny "
1861,decent popcorn adventure 
1862,-- she 's pretty and she can act -- 
1863,"common sense flies out the window , along with the hail of bullets , none of which ever seem to hit sascha . "
1864,it does n't make for great cinema 
1865,"that plays like a bad soap opera , with passable performances from everyone in the cast "
1866,that swings and jostles to the rhythms of life 
1867,fill this character study with poetic force and buoyant feeling 
1868,unrecoverable life 
1869,a sexy slip of an earth mother 
1870,"'s a lovely , sad dance highlighted by kwan 's unique directing style "
1871,director randall wallace 's flag-waving war flick with a core of decency 
1872,reassuring manner 
1873,"with a large cast representing a broad cross-section , tavernier 's film bounds along with the rat-a-tat energy of `` his girl friday , '' maintaining a light touch while tackling serious themes . "
1874,"has all the trappings of an energetic , extreme-sports adventure "
1875,one very funny joke and a few other decent ones 
1876,too cynical 
1877,"is exhaustion , from watching a movie that is dark ( dark green , to be exact ) , sour , bloody and mean . "
1878,one of the very best movies 
1879,a true-blue delight . 
1880,is trash 
1881,an unexpectedly sweet story 
1882,"a knowing look at female friendship , spiked with raw urban humor . "
1883,"rushed , slapdash , sequel-for-the-sake - "
1884,", there is almost nothing in this flat effort that will amuse or entertain them , either . "
1885,"it takes a really long , slow and dreary time to dope out what tuck everlasting is about . "
1886,"unfortunately , outnumber the hits by three-to-one . "
1887,"the film 's trailer also looked like crap , so crap is what i was expecting . "
1888,with all the boozy self-indulgence that brings out the worst in otherwise talented actors 
1889,"hungry for quality and a nostalgic , twisty yarn that will keep them guessing "
1890,moved by this drama 
1891,some unpaid intern 
1892,insightful writer/director 
1893,sophomore effort 
1894,"believe it or not , jason actually takes a backseat in his own film to special effects "
1895,offended by his lack of faith in his audience 
1896,from largely flat and uncreative moments 
1897,"the result puts a human face on derrida , and makes one of the great minds of our times interesting and accessible to people who normally could n't care less . "
1898,as a classic movie franchise 
1899,that takes such a speedy swan dive from `` promising '' 
1900,"is more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run "
1901,a crowdpleaser 
1902,"a long , dull procession of despair "
1903,left on a remote shelf indefinitely 
1904,if it pushes its agenda too forcefully 
1905,but it 's defiantly and delightfully against the grain . 
1906,elizabeth hurley seem graceless and ugly 
1907,dies 
1908,especially disappointing 
1909,barker movie 
1910,a small movie with a big heart . 
1911,they turn out to be delightfully compatible here 
1912,even witty 
1913,spinning a web of dazzling entertainment may be overstating it 
1914,often hilarious 
1915,likable story 
1916,the film never feels draggy 
1917,this kind of hands-on storytelling 
1918,it seeks excitement in manufactured high drama 
1919,is a movie where the most notable observation is how long you 've been sitting still . 
1920,"of french hip-hop , which also seems to play on a 10-year delay "
1921,"ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand . ' "
1922,rich 
1923,this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life 
1924,dying a slow death 
1925,put through torture for an hour and a half 
1926,the best little `` horror '' movie i 've seen in years 
1927,what 's with all the shooting 
1928,is the opposite of a truly magical movie . 
1929,-- the real issues tucked between the silly and crude storyline 
1930,shows what great cinema can really do 
1931,"though intrepid in exploring an attraction that crosses sexual identity , ozpetek falls short in showing us antonia 's true emotions ... but "
1932,"colorful , energetic and sweetly whimsical ... the rare sequel that 's better than its predecessor "
1933,it takes chances that are bold by studio standards 
1934,"that its dying , in this shower of black-and-white psychedelia , is quite beautiful "
1935,"is a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama . "
1936,"you can watch , giggle and get an adrenaline boost without feeling like you 've completely lowered your entertainment standards . "
1937,ironically killer soundtrack 
1938,"haneke 's script ( from elfriede jelinek 's novel ) is contrived , unmotivated , and psychologically unpersuasive , with an inconclusive ending . "
1939,what we call the ` wow ' factor 
1940,laid-back good spirits 
1941,wasted 
1942,"her love depraved leads meet , ( denis ' ) story becomes a hopeless , unsatisfying muddle "
1943,romantic tale 
1944,"derivative , overlong , and bombastic -- yet surprisingly entertaining "
1945,"it 's all about anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect . "
1946,the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product 
1947,is well worthwhile 
1948,more good than great but freeman and judd make it work . 
1949,to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life 
1950,'s technically sumptuous but also almost wildly alive 
1951,stretched over the nearly 80-minute running time 
1952,"steers , in his feature film debut , has created a brilliant motion picture . "
1953,eventually pays off and is effective if you stick with it 
1954,"a tired , unnecessary retread ... a stale copy of a picture that was n't all that great to begin with "
1955,sustains a higher plateau 
1956,"a fascinating , compelling story "
1957,"a completely spooky piece of business that gets under your skin and , some plot blips aside , "
1958,is entertainment opportunism at its most glaring 
1959,makes a meal of it 
1960,"wewannour money back , actually . "
1961,have infused frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own . 
1962,one of the great minds of our times interesting and accessible 
1963,there 's much tongue in cheek in the film and there 's no doubt the filmmaker is having fun with it all 
1964,wonderful acting clinic 
1965,"claims to sort the bad guys from the good , which is its essential problem . "
1966,is clever 
1967,exploitative and 
1968,bother watching past the second commercial break 
1969,", good action , good acting , good dialogue , good pace , good cinematography . "
1970,the men and machines behind the curtains of our planet 
1971,same old garbage 
1972,an awkward hybrid of genres that just does n't work . 
1973,not great 
1974,cheap hysterics 
1975,the charm of the first movie is still there 
1976,fourth-rate 
1977,torture and self-mutilation 
1978,churn out one mediocre movie after another 
1979,much humor 
1980,an admirable 
1981,"entirely suspenseful , extremely well-paced and ultimately ... dare i say , entertaining ! "
1982,a grand fart coming from a director beginning to resemble someone 's crazy french grandfather . 
1983,sickening product placement 
1984,"certainly an entertaining ride , despite many talky , slow scenes . "
1985,starts making water torture seem appealing 
1986,escape story 
1987,two guys yelling in your face for two hours 
1988,the wonderful cinematography and naturalistic acting 
1989,"self-deprecating , biting and witty feature "
1990,should give `` scratch '' a second look . 
1991,a medium-grade network sitcom -- 
1992,of dead-end distaste 
1993,a tendency to slip into hokum 
1994,has crafted an intriguing story of maternal instincts and misguided acts of affection 
1995,plenty of entertainment value 
1996,may not be a great piece of filmmaking 
1997,a stylistic romp that 's always fun to watch . 
1998,multilayered and sympathetic 
1999,somewhat cumbersome 3d goggles 
2000,like a feature-length sitcom replete with stereotypical familial quandaries 
2001,"dabbles all around , never gaining much momentum "
2002,"but it is a whole lot of fun and you get to see the one of the world 's best actors , daniel auteuil , "
2003,dickens ' words 
2004,exactly how bad it is 
2005,remarkable procession of sweeping pictures that have reinvigorated the romance genre 
2006,"the proficient , dull sorvino "
2007,like ravel 's bolero 
2008,a strong thumbs 
2009,a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views . 
2010,"a classy , sprightly spin on film . "
2011,"intriguing , provocative stuff "
2012,the variety of tones in spielberg 's work 
2013,is about as humorous as watching your favorite pet get buried alive . 
2014,more problematic aspects 
2015,"is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema . "
2016,"the movie in a superficial way , while never sure "
2017,is somehow making its way instead to theaters . 
2018,offers rare insight into the structure of relationships . 
2019,a good idea 
2020,you try to guess the order in which the kids in the house will be gored . 
2021,likes of which mainstream audiences have rarely seen 
2022,lacks dramatic punch and depth 
2023,yale grad 
2024,most wondrous 
2025,if you 're a fan of the series you 'll love it and probably want to see it twice . 
2026,"a brilliant , absurd collection "
2027,"hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity . "
2028,the similarly ill-timed antitrust 
2029,"spectacularly beautiful , not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing . "
2030,"it follows the blair witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes . "
2031,an expert thriller 
2032,though few will argue that it ranks with the best of herzog 's works 
2033,"a movie filled with unlikable , spiteful idiots "
2034,"american and european cinema has amassed a vast holocaust literature , "
2035,an oddly winning portrayal of one of life 's ultimate losers 
2036,"a bracing , unblinking work that serves as a painful elegy and sobering cautionary tale . "
2037,the director treats us to an aimless hodgepodge 
2038,appeal beyond being a sandra bullock vehicle or a standard romantic comedy 
2039,wise folks that they are 
2040,", the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks . "
2041,"with jump cuts , fast editing and lots of pyrotechnics , yu clearly hopes to camouflage how bad his movie is . "
2042,excels in the art of impossible disappearing/reappearing acts 
2043,", spielberg knows how to tell us about people . "
2044,far less endearing disabilities 
2045,a rip-off 
2046,realistically 
2047,hero performances 
2048,"is an extraordinary film , not least because it is japanese and yet feels universal "
2049,alternately frustrating and rewarding . 
2050,is violated 
2051,"the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense "
2052,"the characters , who are so believable that you feel what they feel "
2053,stuttering editing and pompous references to wittgenstein and kirkegaard 
2054,sumptuous ocean visuals and the cinematic stylings of director john stockwell 
2055,dead dog 
2056,director lee has a true cinematic knack 
2057,a moral 
2058,"to the core of what it actually means to face your fears , to be a girl in a world of boys "
2059,", it 's awfully entertaining to watch . "
2060,paranoid and unlikable 
2061,"heavy-handed , manipulative "
2062,which is way too stagy 
2063,is so often nearly nothing 
2064,"ash wednesday is not edward burns ' best film , but it is a good and ambitious film . "
2065,predictable plotting and tiresome histrionics 
2066,humanist ( not to mention gently political ) meditation 
2067,served by the movie 's sophomoric blend of shenanigans and slapstick 
2068,"the gifted crudup has the perfect face to play a handsome blank yearning to find himself , and his cipherlike personality and bad behavior would play fine if the movie knew what to do with him . "
2069,a film that manages to find greatness in the hue of its drastic iconography 
2070,long and eventful spiritual journey 
2071,"by halfway through this picture i was beginning to hate it , and , of course , feeling guilty for it ... then , miracle of miracles , the movie does a flip-flop . "
2072,keep from laughing at the ridiculous dialog or the oh-so convenient plot twists 
2073,offensive and 
2074,more enjoyable than i expected 
2075,the illusion of work is than actual work 
2076,"very well-meaning movie , "
2077,"designed as a reverie about memory and regret , "
2078,"seems terrified of the book 's irreverent energy , and scotches most of its élan , humor , bile , and irony . "
2079,"i 've never seen or heard anything quite like this film , and i recommend it for its originality alone . "
2080,thriller as lazy as it is interminable 
2081,"the power of shanghai ghetto , a documentary by dana janklowicz-mann and amir mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s . "
2082,a man leaving the screening said the film was better than saving private ryan . 
2083,cold movie 
2084,enamored 
2085,for realizing that you 've spent the past 20 minutes looking at your watch and waiting for frida to just die already 
2086,"a sensitive , modest comic tragedy that works as both character study and symbolic examination "
2087,it 's actually watchable 
2088,"lazily and glumly settles into a most traditional , reserved kind of filmmaking . "
2089,captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head . 
2090,touching reflection 
2091,substantial or fresh 
2092,"walked out muttering words like `` horrible '' and `` terrible , '' but had so much fun dissing the film that they did n't mind the ticket cost "
2093,directed with verve 
2094,proud 
2095,you 'll find yourself wishing that you and they were in another movie . 
2096,plays out like a flimsy excuse 
2097,sluggish 
2098,a movie that sends you out of the theater feeling like you 've actually spent time living in another community . 
2099,this man so watchable 
2100,demented premise 
2101,"with acting , tone and pace very obviously mark him as a video helmer making his feature debut "
2102,"writing , skewed characters , "
2103,"with a mixture of deadpan cool , wry humor and just the measure "
2104,"a bit exploitative but also nicely done , "
2105,as earnest as a community-college advertisement 
2106,"... an hour-and-a-half of inoffensive , unmemorable filler . "
2107,hanukkah 
2108,outside the under-10 set 
2109,"after one gets the feeling that the typical hollywood disregard for historical truth and realism is at work here , it 's a matter of finding entertainment in the experiences of zishe and the fiery presence of hanussen . "
2110,"evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter 's invention . "
2111,"played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman ca n't save it "
2112,with vibrant charm 
2113,"useful in telling the story , which is paper-thin and decidedly unoriginal "
2114,hint 
2115,and two smoking barrels 
2116,"seems as though it was written for no one , but somehow "
2117,otto-sallies has a real filmmaker 's eye . 
2118,exudes the urbane sweetness 
2119,the hell 
2120,cynical creeps 
2121,this is one of the outstanding thrillers of recent years . 
2122,all the heart of a porno flick ( but none of the sheer lust ) 
2123,the latest gimmick from this unimaginative comedian 
2124,have rarely seen 
2125,plays like some corny television 
2126,possibly the worst film 
2127,safe 
2128,that 's both charming and well acted 
2129,is nothing short of a travesty of a transvestite comedy . 
2130,'s always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic . 
2131,is deadly dull 
2132,"constantly flows forwards and back , weaving themes among three strands which allow us to view events as if through a prism "
2133,"suffers from a simplistic narrative and a pat , fairy-tale conclusion "
2134,director david fincher and writer david koepp ca n't sustain it . 
2135,witty and sophisticated 
2136,calvin jr. 's barbershop represents some sort of beacon of hope in the middle of chicago 's south side 
2137,several cliched movie structures : 
2138,"the huskies are beautiful , the border collie is funny "
2139,vapid and 
2140,of junk 
2141,remains vividly in memory 
2142,will be put to sleep or bewildered by the artsy and often pointless visuals 
2143,`` gangs '' is never lethargic 
2144,hoary 
2145,that embraces its old-fashioned themes and in the process comes out looking like something wholly original 
2146,of the best since the last waltz 
2147,rapturous 
2148,to the annoying score 
2149,", a movie comes along to remind us of how very bad a motion picture can truly be . "
2150,a passable date film 
2151,the trifecta of badness 
2152,"some kid who ca n't act , only echoes of jordan , and "
2153,a fifty car pileup 
2154,has merit 
2155,"it uses very little dialogue , making it relatively effortless to read and follow the action at the same time . "
2156,to have dumped a whole lot of plot in favor of ... outrageous gags 
2157,who makes martha enormously endearing 
2158,the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story 
2159,very funny joke 
2160,"brazil-like , hyper-real satire "
2161,"static set ups , not much camera movement "
2162,indifferent 
2163,at times uncommonly moving 
2164,insightfully 
2165,shooting itself 
2166,bump in the night and nobody cares 
2167,", three-dimensional characters "
2168,than to rush to the theater for this one 
2169,halfhearted 
2170,'s nowhere near as exciting as either . 
2171,simply and eloquently 
2172,one of its strengths 
2173,fun one 
2174,that never catches fire 
2175,gasping at its visual delights 
2176,i liked about schmidt a lot 
2177,gaining most of its unsettling force 
2178,"if this sappy script was the best the contest received , those rejected must have been astronomically bad . "
2179,weightless that a decent draft in the auditorium might blow it off the screen 
2180,scorsese 's mean streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like leather warriors and switchblade sexpot 
2181,the banality and hypocrisy of too much kid-vid 
2182,sylvie testud is icily brilliant . 
2183,disconnects 
2184,", future lizard endeavors will need to adhere more closely to the laws of laughter "
2185,you can find humor 
2186,"does n't understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself . "
2187,a bad movie that 
2188,when they see the joy the characters take in this creed 
2189,touching movie 
2190,falling into the hollywood trap and making a vanity project with nothing new to offer 
2191,is so clumsily sentimental 
2192,meets those standards 
2193,they could have been in a more ambitious movie 
2194,"the acting , for the most part , is terrific , although the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans . "
2195,"wonderful , ghastly film "
2196,the ridiculousness 
2197,come to care about the main characters 
2198,layered and stylistic 
2199,"michael zaidan , was supposed to have like written the screenplay or something "
2200,are sometimes bracing 
2201,earnest 
2202,"'s too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present "
2203,do n't get paid enough to sit through crap like this 
2204,'s what makes their project so interesting 
2205,those monologues stretch on and on 
2206,strangely schizo cartoon 
2207,"that comes along only occasionally , one so unconventional , gutsy and perfectly "
2208,an objective documentary 
2209,counting a few gross-out comedies i 've been trying to forget 
2210,"despite its old-hat set-up and predictable plot , empire still has enough moments to keep it entertaining . "
2211,its inventiveness 
2212,'s just too dry and too placid 
2213,as the scenes of torture and self-mutilation 
2214,a summer of good stuff 
2215,"the uncanny , inevitable and seemingly shrewd facade of movie-biz farce "
2216,"in the director 's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes . "
2217,this 65-minute trifle 
2218,pleasing at its best moments 
2219,", it 's almost impossible not to be swept away by the sheer beauty of his images . "
2220,thoroughly engrossing and ultimately tragic . 
2221,as i laughed throughout the movie 
2222,is serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context . 
2223,warm 
2224,rewarded 
2225,it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original . 
2226,is a frustrating patchwork : an uneasy marriage of louis begley 's source novel ( about schmidt ) and an old payne screenplay . 
2227,to cheesier to cheesiest 
2228,"thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights "
2229,sounds like horrible poetry 
2230,invigorating about 
2231,eerily accurate 
2232,its share of belly laughs ( including a knockout of a closing line ) 
2233,establishes itself as a durable part of the movie landscape : a james bond series for kids . 
2234,some laughs and a smile 
2235,make you think about existential suffering 
2236,it forces you to watch people doing unpleasant things to each other and themselves 
2237,its nauseating spinning credits sequence 
2238,"the storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome . "
2239,surprisingly romantic 
2240,worthwhile effort 
2241,"form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life . "
2242,the immersive powers of the giant screen and its hyper-realistic images 
2243,sweet 
2244,with little logic or continuity 
2245,meticulously uncovers a trail of outrageous force and craven concealment . 
2246,its clumsiness 
2247,", the sum of all fears is simply a well-made and satisfying thriller . "
2248,darned if it does n't also keep us riveted to our seats . 
2249,average kid-empowerment fantasy 
2250,lan yu never catches dramatic fire . 
2251,the depths 
2252,the stomach-turning violence 
2253,"diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep . "
2254,alternating with lots of sloppiness 
2255,want to watch if you only had a week to live 
2256,may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie . 
2257,the most affecting depictions of a love affair 
2258,despite the opulent lushness of every scene 
2259,endless assault 
2260,is one of world cinema 's most wondrously gifted artists and storytellers 
2261,brutal and funny 
2262,"even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it 's waltzed itself into the art film pantheon . "
2263,try and evade 
2264,a verbal duel between two gifted performers 
2265,a rather listless amble 
2266,poor ben bratt could n't find stardom if mapquest emailed him point-to-point driving directions . 
2267,works better in the conception than it does in the execution ... winds up seeming just a little too clever . 
2268,"one in clockstoppers , a sci-fi thriller as lazy as it is interminable "
2269,enjoying 
2270,a couple hours of summertime 
2271,one adapted - from-television movie that actually looks as if it belongs on the big screen 
2272,hokey 
2273,"from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb "
2274,the raw comic energy 
2275,the sick character 
2276,first mistake 
2277,"confirms lynne ramsay as an important , original talent in international cinema . "
2278,glides 
2279,effort to put a human face on the travail of thousands of vietnamese 
2280,from seeing former nymphette juliette lewis playing a salt-of-the-earth mommy named minnie and watching slim travel incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell 
2281,dope 
2282,idol 
2283,"relies less on forced air than on petter næss ' delicate , clever direction ... and a wonderful , imaginative script by axel hellstenius . "
2284,its makers are n't removed and inquisitive enough for that 
2285,"people are innocent , childlike and inherently funny "
2286,sounding 
2287,of being able to give full performances 
2288,reign of fire is hardly the most original fantasy film ever made 
2289,"it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni . "
2290,"'s worse , routine "
2291,"the full monty , but "
2292,capture its visual appeal or its atmosphere 
2293,", longley 's film lacks balance ... and fails to put the struggle into meaningful historical context . "
2294,poo-poo 
2295,wastes its time on mood rather than 
2296,"gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry . "
2297,", self-important stories "
2298,really what we demand of the director 
